ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
578,2011,US,National,BRFSS,Obesity / Weight Status,22.8,110,120,$75,000 or greater,INC75PLUS,0
35987,2011,AL,Alabama,BRFSS,Obesity / Weight Status,28.8,1,125,$75,000 or greater,INC75PLUS,1
13906,2011,AK,Alaska,BRFSS,Obesity / Weight Status,26.9,1,109,$75,000 or greater,INC75PLUS,2
2764,2011,AZ,Arizona,BRFSS,Obesity / Weight Status,19.7,1,179,$75,000 or greater,INC75PLUS,4
19248,2011,AR,Arkansas,BRFSS,Obesity / Weight Status,27.8,718,$75,000 or greater,INC75PLUS,5
33130,2011,CA,California,BRFSS,Obesity / Weight Status,17.7,5,406,$75,000 or greater,INC75PLUS,6
7732,2011,CO,Colorado,BRFSS,Obesity / Weight Status,18.3,3,773,$75,000 or greater,INC75PLUS,8
4473,2011,CT,Connecticut,BRFSS,Obesity / Weight Status,20.7,2,208,$75,000 or greater,INC75PLUS,9
5958,2011,DE,Delaware,BRFSS,Obesity / Weight Status,27,1,199,$75,000 or greater,INC75PLUS,10
11120,2011,DC,District of Columbia,BRFSS,Obesity / Weight Status,12.7,1,820,$75,000 or greater,INC75PLUS,11
35506,2011,FL,Florida,BRFSS,Obesity / Weight Status,22.4,2,187,$75,000 or greater,INC75PLUS,12
17262,2011,GA,Georgia,BRFSS,Obesity / Weight Status,21.3,2,096,$75,000 or greater,INC75PLUS,13
38683,2011,HI,Hawaii,BRFSS,Obesity / Weight Status,21,2,041,$75,000 or greater,INC75PLUS,15
13600,2011,ID,Idaho,BRFSS,Obesity / Weight Status,22,1,048,$75,000 or greater,INC75PLUS,16
35557,2011,IL,Illinois,BRFSS,Obesity / Weight Status,24.7,1,518,$75,000 or greater,INC75PLUS,17
11376,2011,IN,Indiana,BRFSS,Obesity / Weight Status,26.4,1,466,$75,000 or greater,INC75PLUS,18
18718,2011,IA,Iowa,BRFSS,Obesity / Weight Status,25,1,652,$75,000 or greater,INC75PLUS,19
25464,2011,KS,Kansas,BRFSS,Obesity / Weight Status,25.6,4,436,$75,000 or greater,INC75PLUS,20
24529,2011,KY,Kentucky,BRFSS,Obesity / Weight Status,23.4,1,424,$75,000 or greater,INC75PLUS,21
28137,2011,LA,Louisiana,BRFSS,Obesity / Weight Status,29.9,2,020,$75,000 or greater,INC75PLUS,22
13826,2011,ME,Maine,BRFSS,Obesity / Weight Status,22.5,2,570,$75,000 or greater,INC75PLUS,23
10079,2011,MD,Maryland,BRFSS,Obesity / Weight Status,24.4,3,414,$75,000 or greater,INC75PLUS,24
33181,2011,MA,Massachusetts,BRFSS,Obesity / Weight Status,19.3,5,958,$75,000 or greater,INC75PLUS,25
15890,2011,MI,Michigan,BRFSS,Obesity / Weight Status,28.2,2,050,$75,000 or greater,INC75PLUS,26
38150,2011,MN,Minnesota,BRFSS,Obesity / Weight Status,22,4,268,$75,000 or greater,INC75PLUS,27
28124,2011,MS,Mississippi,BRFSS,Obesity / Weight Status,29,1,133,$75,000 or greater,INC75PLUS,28
13100,2011,MO,Missouri,BRFSS,Obesity / Weight Status,27.6,999,$75,000 or greater,INC75PLUS,29
3855,2011,MT,Montana,BRFSS,Obesity / Weight Status,21.1,1,744,$75,000 or greater,INC75PLUS,30
19339,2011,NE,Nebraska,BRFSS,Obesity / Weight Status,25.1,4,855,$75,000 or greater,INC75PLUS,31
32015,2011,NV,Nevada,BRFSS,Obesity / Weight Status,22.3,1,274,$75,000 or greater,INC75PLUS,32
25648,2011,NH,New Hampshire,BRFSS,Obesity / Weight Status,24.3,1,632,$75,000 or greater,INC75PLUS,33
34167,2011,NJ,New Jersey,BRFSS,Obesity / Weight Status,21,4,662,$75,000 or greater,INC75PLUS,34
19746,2011,NM,New Mexico,BRFSS,Obesity / Weight Status,22,1,713,$75,000 or greater,INC75PLUS,35
36631,2011,NY,New York,BRFSS,Obesity / Weight Status,20.1,1,940,$75,000 or greater,INC75PLUS,36
31788,2011,NC,North Carolina,BRFSS,Obesity / Weight Status,24.5,2,189,$75,000 or greater,INC75PLUS,37
24450,2011,ND,North Dakota,BRFSS,Obesity / Weight Status,27,1,192,$75,000 or greater,INC75PLUS,38
5519,2011,OH,Ohio,BRFSS,Obesity / Weight Status,24,1,936,$75,000 or greater,INC75PLUS,39
32780,2011,OK,Oklahoma,BRFSS,Obesity / Weight Status,25.8,1,527,$75,000 or greater,INC75PLUS,40
39824,2011,OR,Oregon,BRFSS,Obesity / Weight Status,22.9,1,332,$75,000 or greater,INC75PLUS,41
7352,2011,PA,Pennsylvania,BRFSS,Obesity / Weight Status,25,2,232,$75,000 or greater,INC75PLUS,42
29307,2011,RI,Rhode Island,BRFSS,Obesity / Weight Status,24,1,670,$75,000 or greater,INC75PLUS,44
3599,2011,SC,South Carolina,BRFSS,Obesity / Weight Status,24.1,2,193,$75,000 or greater,INC75PLUS,45
12728,2011,SD,South Dakota,BRFSS,Obesity / Weight Status,25.6,1,570,$75,000 or greater,INC75PLUS,46
34082,2011,TN,Tennessee,BRFSS,Obesity / Weight Status,25.3,748,$75,000 or greater,INC75PLUS,47
7611,2011,TX,Texas,BRFSS,Obesity / Weight Status,26,3,585,$75,000 or greater,INC75PLUS,48
37555,2011,UT,Utah,BRFSS,Obesity / Weight Status,21.8,3,306,$75,000 or greater,INC75PLUS,49
18945,2011,VT,Vermont,BRFSS,Obesity / Weight Status,20,1,613,$75,000 or greater,INC75PLUS,50
15532,2011,VA,Virginia,BRFSS,Obesity / Weight Status,26.1,1,778,$75,000 or greater,INC75PLUS,51
32459,2011,WA,Washington,BRFSS,Obesity / Weight Status,22.4,3,436,$75,000 or greater,INC75PLUS,53
34006,2011,WV,West Virginia,BRFSS,Obesity / Weight Status,28.5,651,$75,000 or greater,INC75PLUS,54
12454,2011,WI,Wisconsin,BRFSS,Obesity / Weight Status,24.1,808,$75,000 or greater,INC75PLUS,55
18251,2011,WY,Wyoming,BRFSS,Obesity / Weight Status,24.5,1,717,$75,000 or greater,INC75PLUS,56
