ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
493,2011,US,National,BRFSS,Obesity / Weight Status,25.3,151,776,65 or older,AGEYR65PLUS,0
20801,2011,AL,Alabama,BRFSS,Obesity / Weight Status,27.1,2,521,65 or older,AGEYR65PLUS,1
30391,2011,AK,Alaska,BRFSS,Obesity / Weight Status,29.3,600,65 or older,AGEYR65PLUS,2
22004,2011,AZ,Arizona,BRFSS,Obesity / Weight Status,22.6,2,475,65 or older,AGEYR65PLUS,4
17378,2011,AR,Arkansas,BRFSS,Obesity / Weight Status,26.1,1,842,65 or older,AGEYR65PLUS,5
26582,2011,CA,California,BRFSS,Obesity / Weight Status,21.2,5,293,65 or older,AGEYR65PLUS,6
36533,2011,CO,Colorado,BRFSS,Obesity / Weight Status,20.2,4,004,65 or older,AGEYR65PLUS,8
28662,2011,CT,Connecticut,BRFSS,Obesity / Weight Status,23.7,1,989,65 or older,AGEYR65PLUS,9
35012,2011,DE,Delaware,BRFSS,Obesity / Weight Status,28.9,1,482,65 or older,AGEYR65PLUS,10
1458,2011,DC,District of Columbia,BRFSS,Obesity / Weight Status,26.3,1,386,65 or older,AGEYR65PLUS,11
2641,2011,FL,Florida,BRFSS,Obesity / Weight Status,23.4,4,690,65 or older,AGEYR65PLUS,12
13583,2011,GA,Georgia,BRFSS,Obesity / Weight Status,25.4,3,027,65 or older,AGEYR65PLUS,13
14280,2011,HI,Hawaii,BRFSS,Obesity / Weight Status,16.9,2,486,65 or older,AGEYR65PLUS,15
3373,2011,ID,Idaho,BRFSS,Obesity / Weight Status,24.3,1,924,65 or older,AGEYR65PLUS,16
32922,2011,IL,Illinois,BRFSS,Obesity / Weight Status,29.1,1,805,65 or older,AGEYR65PLUS,17
19155,2011,IN,Indiana,BRFSS,Obesity / Weight Status,26.6,2,648,65 or older,AGEYR65PLUS,18
24713,2011,IA,Iowa,BRFSS,Obesity / Weight Status,29.1,2,363,65 or older,AGEYR65PLUS,19
4341,2011,KS,Kansas,BRFSS,Obesity / Weight Status,26.3,6,417,65 or older,AGEYR65PLUS,20
4673,2011,KY,Kentucky,BRFSS,Obesity / Weight Status,25.1,3,308,65 or older,AGEYR65PLUS,21
37655,2011,LA,Louisiana,BRFSS,Obesity / Weight Status,28.7,3,544,65 or older,AGEYR65PLUS,22
4515,2011,ME,Maine,BRFSS,Obesity / Weight Status,24.5,4,171,65 or older,AGEYR65PLUS,23
16974,2011,MD,Maryland,BRFSS,Obesity / Weight Status,26.1,2,749,65 or older,AGEYR65PLUS,24
23033,2011,MA,Massachusetts,BRFSS,Obesity / Weight Status,22.8,5,973,65 or older,AGEYR65PLUS,25
19052,2011,MI,Michigan,BRFSS,Obesity / Weight Status,29.5,3,451,65 or older,AGEYR65PLUS,26
6022,2011,MN,Minnesota,BRFSS,Obesity / Weight Status,23.7,3,533,65 or older,AGEYR65PLUS,27
13741,2011,MS,Mississippi,BRFSS,Obesity / Weight Status,27.9,2,876,65 or older,AGEYR65PLUS,28
20028,2011,MO,Missouri,BRFSS,Obesity / Weight Status,26.2,2,079,65 or older,AGEYR65PLUS,29
13013,2011,MT,Montana,BRFSS,Obesity / Weight Status,21.9,3,177,65 or older,AGEYR65PLUS,30
26479,2011,NE,Nebraska,BRFSS,Obesity / Weight Status,27.2,8,397,65 or older,AGEYR65PLUS,31
2631,2011,NV,Nevada,BRFSS,Obesity / Weight Status,18.1,1,613,65 or older,AGEYR65PLUS,32
6294,2011,NH,New Hampshire,BRFSS,Obesity / Weight Status,24.8,1,927,65 or older,AGEYR65PLUS,33
7015,2011,NJ,New Jersey,BRFSS,Obesity / Weight Status,25,4,147,65 or older,AGEYR65PLUS,34
35426,2011,NM,New Mexico,BRFSS,Obesity / Weight Status,19.9,2,847,65 or older,AGEYR65PLUS,35
27483,2011,NY,New York,BRFSS,Obesity / Weight Status,25.9,2,042,65 or older,AGEYR65PLUS,36
9799,2011,NC,North Carolina,BRFSS,Obesity / Weight Status,25.7,3,657,65 or older,AGEYR65PLUS,37
25178,2011,ND,North Dakota,BRFSS,Obesity / Weight Status,24.4,1,576,65 or older,AGEYR65PLUS,38
7905,2011,OH,Ohio,BRFSS,Obesity / Weight Status,28.7,2,929,65 or older,AGEYR65PLUS,39
26819,2011,OK,Oklahoma,BRFSS,Obesity / Weight Status,26.3,2,901,65 or older,AGEYR65PLUS,40
20166,2011,OR,Oregon,BRFSS,Obesity / Weight Status,24.6,1,957,65 or older,AGEYR65PLUS,41
35928,2011,PA,Pennsylvania,BRFSS,Obesity / Weight Status,27.9,3,440,65 or older,AGEYR65PLUS,42
31432,2011,RI,Rhode Island,BRFSS,Obesity / Weight Status,22.2,1,938,65 or older,AGEYR65PLUS,44
18672,2011,SC,South Carolina,BRFSS,Obesity / Weight Status,25.2,4,171,65 or older,AGEYR65PLUS,45
26344,2011,SD,South Dakota,BRFSS,Obesity / Weight Status,23.8,2,641,65 or older,AGEYR65PLUS,46
31492,2011,TN,Tennessee,BRFSS,Obesity / Weight Status,25.2,2,120,65 or older,AGEYR65PLUS,47
8230,2011,TX,Texas,BRFSS,Obesity / Weight Status,26.3,4,804,65 or older,AGEYR65PLUS,48
22795,2011,UT,Utah,BRFSS,Obesity / Weight Status,24.6,2,951,65 or older,AGEYR65PLUS,49
19201,2011,VT,Vermont,BRFSS,Obesity / Weight Status,23.8,2,147,65 or older,AGEYR65PLUS,50
32093,2011,VA,Virginia,BRFSS,Obesity / Weight Status,26.8,1,793,65 or older,AGEYR65PLUS,51
14272,2011,WA,Washington,BRFSS,Obesity / Weight Status,25.6,4,922,65 or older,AGEYR65PLUS,53
5740,2011,WV,West Virginia,BRFSS,Obesity / Weight Status,27.7,1,515,65 or older,AGEYR65PLUS,54
18837,2011,WI,Wisconsin,BRFSS,Obesity / Weight Status,26.9,1,530,65 or older,AGEYR65PLUS,55
27572,2011,WY,Wyoming,BRFSS,Obesity / Weight Status,20.4,1,998,65 or older,AGEYR65PLUS,56
