"ID","Description","LocationAbbr","LocationDesc","DataSource","Topic","Data_Value","Sample_Size","Stratification1","StratificationId1","LocationDisplayOrder"
"482","2011","US","National","BRFSS","Obesity / Weight Status","29.7","138,994","High school graduate","EDUHSGRAD","0"
"8733","2011","AL","Alabama","BRFSS","Obesity / Weight Status","32.8","2,402","High school graduate","EDUHSGRAD","1"
"26947","2011","AK","Alaska","BRFSS","Obesity / Weight Status","33.1","981","High school graduate","EDUHSGRAD","2"
"21664","2011","AZ","Arizona","BRFSS","Obesity / Weight Status","25.2","1,655","High school graduate","EDUHSGRAD","4"
"33333","2011","AR","Arkansas","BRFSS","Obesity / Weight Status","33","1,645","High school graduate","EDUHSGRAD","5"
"30272","2011","CA","California","BRFSS","Obesity / Weight Status","26.4","3,146","High school graduate","EDUHSGRAD","6"
"4808","2011","CO","Colorado","BRFSS","Obesity / Weight Status","23.5","3,163","High school graduate","EDUHSGRAD","8"
"3587","2011","CT","Connecticut","BRFSS","Obesity / Weight Status","29","1,579","High school graduate","EDUHSGRAD","9"
"24674","2011","DE","Delaware","BRFSS","Obesity / Weight Status","27.9","1,374","High school graduate","EDUHSGRAD","10"
"8269","2011","DC","District of Columbia","BRFSS","Obesity / Weight Status","33","750","High school graduate","EDUHSGRAD","11"
"7182","2011","FL","Florida","BRFSS","Obesity / Weight Status","27.5","3,594","High school graduate","EDUHSGRAD","12"
"24815","2011","GA","Georgia","BRFSS","Obesity / Weight Status","29.5","2,685","High school graduate","EDUHSGRAD","13"
"38535","2011","HI","Hawaii","BRFSS","Obesity / Weight Status","24.9","2,023","High school graduate","EDUHSGRAD","15"
"31770","2011","ID","Idaho","BRFSS","Obesity / Weight Status","28.2","1,721","High school graduate","EDUHSGRAD","16"
"28088","2011","IL","Illinois","BRFSS","Obesity / Weight Status","29","1,588","High school graduate","EDUHSGRAD","17"
"23830","2011","IN","Indiana","BRFSS","Obesity / Weight Status","32.3","2,992","High school graduate","EDUHSGRAD","18"
"12554","2011","IA","Iowa","BRFSS","Obesity / Weight Status","33","2,393","High school graduate","EDUHSGRAD","19"
"8304","2011","KS","Kansas","BRFSS","Obesity / Weight Status","31.5","5,567","High school graduate","EDUHSGRAD","20"
"29823","2011","KY","Kentucky","BRFSS","Obesity / Weight Status","31.4","3,594","High school graduate","EDUHSGRAD","21"
"23890","2011","LA","Louisiana","BRFSS","Obesity / Weight Status","33.6","3,569","High school graduate","EDUHSGRAD","22"
"18519","2011","ME","Maine","BRFSS","Obesity / Weight Status","31.4","4,068","High school graduate","EDUHSGRAD","23"
"34289","2011","MD","Maryland","BRFSS","Obesity / Weight Status","32.6","2,514","High school graduate","EDUHSGRAD","24"
"1717","2011","MA","Massachusetts","BRFSS","Obesity / Weight Status","25.2","5,314","High school graduate","EDUHSGRAD","25"
"2359","2011","MI","Michigan","BRFSS","Obesity / Weight Status","32.1","3,299","High school graduate","EDUHSGRAD","26"
"2251","2011","MN","Minnesota","BRFSS","Obesity / Weight Status","28.9","3,547","High school graduate","EDUHSGRAD","27"
"37812","2011","MS","Mississippi","BRFSS","Obesity / Weight Status","34.7","2,804","High school graduate","EDUHSGRAD","28"
"10333","2011","MO","Missouri","BRFSS","Obesity / Weight Status","30.3","2,148","High school graduate","EDUHSGRAD","29"
"33735","2011","MT","Montana","BRFSS","Obesity / Weight Status","27.8","3,184","High school graduate","EDUHSGRAD","30"
"1269","2011","NE","Nebraska","BRFSS","Obesity / Weight Status","30.3","8,615","High school graduate","EDUHSGRAD","31"
"29039","2011","NV","Nevada","BRFSS","Obesity / Weight Status","23.1","1,448","High school graduate","EDUHSGRAD","32"
"26166","2011","NH","New Hampshire","BRFSS","Obesity / Weight Status","29.3","1,762","High school graduate","EDUHSGRAD","33"
"22670","2011","NJ","New Jersey","BRFSS","Obesity / Weight Status","26.9","3,838","High school graduate","EDUHSGRAD","34"
"17895","2011","NM","New Mexico","BRFSS","Obesity / Weight Status","27.8","2,540","High school graduate","EDUHSGRAD","35"
