ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
41214,2016,US,National,BRFSS,Obesity / Weight Status,29.5,240,000,Female,FEMALE,0
41102,2016,AL,Alabama,BRFSS,Obesity / Weight Status,35.2,3,815,Female,FEMALE,1
43318,2016,AK,Alaska,BRFSS,Obesity / Weight Status,30.3,1,405,Female,FEMALE,2
40403,2016,AZ,Arizona,BRFSS,Obesity / Weight Status,27.8,5,675,Female,FEMALE,4
42934,2016,AR,Arkansas,BRFSS,Obesity / Weight Status,39.4,2,941,Female,FEMALE,5
43757,2016,CA,California,BRFSS,Obesity / Weight Status,25.2,5,253,Female,FEMALE,6
42441,2016,CO,Colorado,BRFSS,Obesity / Weight Status,22.2,7,154,Female,FEMALE,8
42904,2016,CT,Connecticut,BRFSS,Obesity / Weight Status,25,5,483,Female,FEMALE,9
39543,2016,DE,Delaware,BRFSS,Obesity / Weight Status,30.7,1,989,Female,FEMALE,10
40023,2016,DC,District of Columbia,BRFSS,Obesity / Weight Status,27,1,953,Female,FEMALE,11
39967,2016,FL,Florida,BRFSS,Obesity / Weight Status,26.6,18,545,Female,FEMALE,12
43029,2016,GA,Georgia,BRFSS,Obesity / Weight Status,33.1,2,793,Female,FEMALE,13
40515,2016,HI,Hawaii,BRFSS,Obesity / Weight Status,21.4,4,003,Female,FEMALE,15
42075,2016,ID,Idaho,BRFSS,Obesity / Weight Status,26.6,2,751,Female,FEMALE,16
41431,2016,IL,Illinois,BRFSS,Obesity / Weight Status,31,2,492,Female,FEMALE,17
43748,2016,IN,Indiana,BRFSS,Obesity / Weight Status,32.6,5,896,Female,FEMALE,18
40273,2016,IA,Iowa,BRFSS,Obesity / Weight Status,30,3,549,Female,FEMALE,19
41626,2016,KS,Kansas,BRFSS,Obesity / Weight Status,30.9,5,873,Female,FEMALE,20
42225,2016,KY,Kentucky,BRFSS,Obesity / Weight Status,35.2,5,522,Female,FEMALE,21
40987,2016,LA,Louisiana,BRFSS,Obesity / Weight Status,36.5,2,972,Female,FEMALE,22
43917,2016,ME,Maine,BRFSS,Obesity / Weight Status,29.5,5,355,Female,FEMALE,23
43490,2016,MD,Maryland,BRFSS,Obesity / Weight Status,31.5,9,512,Female,FEMALE,24
43781,2016,MA,Massachusetts,BRFSS,Obesity / Weight Status,21.1,3,775,Female,FEMALE,25
41176,2016,MI,Michigan,BRFSS,Obesity / Weight Status,32.6,5,948,Female,FEMALE,26
41804,2016,MN,Minnesota,BRFSS,Obesity / Weight Status,25.9,7,762,Female,FEMALE,27
41349,2016,MS,Mississippi,BRFSS,Obesity / Weight Status,39.3,2,916,Female,FEMALE,28
44075,2016,MO,Missouri,BRFSS,Obesity / Weight Status,31.4,3,629,Female,FEMALE,29
41948,2016,MT,Montana,BRFSS,Obesity / Weight Status,26,2,856,Female,FEMALE,30
41925,2016,NE,Nebraska,BRFSS,Obesity / Weight Status,31.4,7,713,Female,FEMALE,31
41555,2016,NV,Nevada,BRFSS,Obesity / Weight Status,25.8,2,115,Female,FEMALE,32
42923,2016,NH,New Hampshire,BRFSS,Obesity / Weight Status,26.5,3,156,Female,FEMALE,33
42374,2016,NJ,New Jersey,BRFSS,Obesity / Weight Status,25.6,3,727,Female,FEMALE,34
43440,2016,NM,New Mexico,BRFSS,Obesity / Weight Status,27.6,3,046,Female,FEMALE,35
41911,2016,NY,New York,BRFSS,Obesity / Weight Status,25.2,16,952,Female,FEMALE,36
41480,2016,NC,North Carolina,BRFSS,Obesity / Weight Status,33.3,3,146,Female,FEMALE,37
41227,2016,ND,North Dakota,BRFSS,Obesity / Weight Status,31.6,2,807,Female,FEMALE,38
42614,2016,OH,Ohio,BRFSS,Obesity / Weight Status,32.1,6,483,Female,FEMALE,39
39775,2016,OK,Oklahoma,BRFSS,Obesity / Weight Status,32.2,3,739,Female,FEMALE,40
41434,2016,OR,Oregon,BRFSS,Obesity / Weight Status,28.8,2,683,Female,FEMALE,41
43756,2016,PA,Pennsylvania,BRFSS,Obesity / Weight Status,29.3,3,315,Female,FEMALE,42
41810,2016,RI,Rhode Island,BRFSS,Obesity / Weight Status,25.3,2,805,Female,FEMALE,44
