"ID","Description","LocationAbbr","LocationDesc","DataSource","Topic","Data_Value","Sample_Size","Stratification1","StratificationId1","LocationDisplayOrder"
"58283","2017","US","National","BRFSS","Obesity / Weight Status","29.3","313,952","Non-Hispanic White","RACEWHT","0"
"46609","2017","AL","Alabama","BRFSS","Obesity / Weight Status","33.6","4,260","Non-Hispanic White","RACEWHT","1"
"45296","2017","AK","Alaska","BRFSS","Obesity / Weight Status","32.6","2,160","Non-Hispanic White","RACEWHT","2"
"46002","2017","AZ","Arizona","BRFSS","Obesity / Weight Status","26.9","10,211","Non-Hispanic White","RACEWHT","4"
"50583","2017","AR","Arkansas","BRFSS","Obesity / Weight Status","34","3,808","Non-Hispanic White","RACEWHT","5"
"45253","2017","CA","California","BRFSS","Obesity / Weight Status","23.8","4,463","Non-Hispanic White","RACEWHT","6"
"58269","2017","CO","Colorado","BRFSS","Obesity / Weight Status","21.4","7,005","Non-Hispanic White","RACEWHT","8"
"48443","2017","CT","Connecticut","BRFSS","Obesity / Weight Status","25.6","7,538","Non-Hispanic White","RACEWHT","9"
"54110","2017","DE","Delaware","BRFSS","Obesity / Weight Status","30.4","2,534","Non-Hispanic White","RACEWHT","10"
"58100","2017","DC","District of Columbia","BRFSS","Obesity / Weight Status","12.2","1,283","Non-Hispanic White","RACEWHT","11"
"51134","2017","FL","Florida","BRFSS","Obesity / Weight Status","25.9","14,541","Non-Hispanic White","RACEWHT","12"
"49131","2017","GA","Georgia","BRFSS","Obesity / Weight Status","30.9","3,182","Non-Hispanic White","RACEWHT","13"
"44883","2017","HI","Hawaii","BRFSS","Obesity / Weight Status","17.3","2,318","Non-Hispanic White","RACEWHT","15"
"53230","2017","ID","Idaho","BRFSS","Obesity / Weight Status","28.1","4,137","Non-Hispanic White","RACEWHT","16"
"45269","2017","IL","Illinois","BRFSS","Obesity / Weight Status","31","3,695","Non-Hispanic White","RACEWHT","17"
"48475","2017","IN","Indiana","BRFSS","Obesity / Weight Status","33.3","10,930","Non-Hispanic White","RACEWHT","18"
"53594","2017","IA","Iowa","BRFSS","Obesity / Weight Status","36.6","6,452","Non-Hispanic White","RACEWHT","19"
"46363","2017","KS","Kansas","BRFSS","Obesity / Weight Status","32.1","17,060","Non-Hispanic White","RACEWHT","20"
