ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
960,2012,US,National,BRFSS,Obesity / Weight Status,28,185,040,Male,MALE,0
27462,2012,AL,Alabama,BRFSS,Obesity / Weight Status,31.8,3,016,Male,MALE,1
24412,2012,AK,Alaska,BRFSS,Obesity / Weight Status,25.9,1,957,Male,MALE,2
20257,2012,AZ,Arizona,BRFSS,Obesity / Weight Status,26.4,2,948,Male,MALE,4
30392,2012,AR,Arkansas,BRFSS,Obesity / Weight Status,34,1,937,Male,MALE,5
32914,2012,CA,California,BRFSS,Obesity / Weight Status,26.2,5,952,Male,MALE,6
5962,2012,CO,Colorado,BRFSS,Obesity / Weight Status,21.1,5,244,Male,MALE,8
2996,2012,CT,Connecticut,BRFSS,Obesity / Weight Status,27.1,3,591,Male,MALE,9
18879,2012,DE,Delaware,BRFSS,Obesity / Weight Status,26,1,986,Male,MALE,10
23693,2012,DC,District of Columbia,BRFSS,Obesity / Weight Status,17.9,1,499,Male,MALE,11
11481,2012,FL,Florida,BRFSS,Obesity / Weight Status,26.5,2,997,Male,MALE,12
18441,2012,GA,Georgia,BRFSS,Obesity / Weight Status,27.7,2,217,Male,MALE,13
16876,2012,HI,Hawaii,BRFSS,Obesity / Weight Status,26.8,3,490,Male,MALE,15
20353,2012,ID,Idaho,BRFSS,Obesity / Weight Status,27.3,2,321,Male,MALE,16
8953,2012,IL,Illinois,BRFSS,Obesity / Weight Status,28.3,2,213,Male,MALE,17
25302,2012,IN,Indiana,BRFSS,Obesity / Weight Status,31.8,3,349,Male,MALE,18
33424,2012,IA,Iowa,BRFSS,Obesity / Weight Status,31.5,2,900,Male,MALE,19
22970,2012,KS,Kansas,BRFSS,Obesity / Weight Status,30.6,4,606,Male,MALE,20
7071,2012,KY,Kentucky,BRFSS,Obesity / Weight Status,31.5,3,901,Male,MALE,21
34028,2012,LA,Louisiana,BRFSS,Obesity / Weight Status,33.5,2,909,Male,MALE,22
33032,2012,ME,Maine,BRFSS,Obesity / Weight Status,30.1,4,135,Male,MALE,23
34489,2012,MD,Maryland,BRFSS,Obesity / Weight Status,26.5,4,759,Male,MALE,24
25261,2012,MA,Massachusetts,BRFSS,Obesity / Weight Status,24.6,8,322,Male,MALE,25
20397,2012,MI,Michigan,BRFSS,Obesity / Weight Status,31.5,4,121,Male,MALE,26
21619,2012,MN,Minnesota,BRFSS,Obesity / Weight Status,27.8,5,095,Male,MALE,27
27929,2012,MS,Mississippi,BRFSS,Obesity / Weight Status,31.8,2,698,Male,MALE,28
32420,2012,MO,Missouri,BRFSS,Obesity / Weight Status,29.6,2,598,Male,MALE,29
34633,2012,MT,Montana,BRFSS,Obesity / Weight Status,25.2,3,746,Male,MALE,30
37127,2012,NE,Nebraska,BRFSS,Obesity / Weight Status,29.2,7,781,Male,MALE,31
20393,2012,NV,Nevada,BRFSS,Obesity / Weight Status,26.5,1,988,Male,MALE,32
32355,2012,NH,New Hampshire,BRFSS,Obesity / Weight Status,28.9,3,085,Male,MALE,33
33929,2012,NJ,New Jersey,BRFSS,Obesity / Weight Status,26.3,6,104,Male,MALE,34
33516,2012,NM,New Mexico,BRFSS,Obesity / Weight Status,26.7,3,546,Male,MALE,35
21435,2012,NY,New York,BRFSS,Obesity / Weight Status,24.3,2,402,Male,MALE,36
7664,2012,NC,North Carolina,BRFSS,Obesity / Weight Status,29.5,4,530,Male,MALE,37
3861,2012,ND,North Dakota,BRFSS,Obesity / Weight Status,32.3,2,110,Male,MALE,38
19554,2012,OH,Ohio,BRFSS,Obesity / Weight Status,30.5,5,035,Male,MALE,39
20088,2012,OK,Oklahoma,BRFSS,Obesity / Weight Status,33.1,3,191,Male,MALE,40
39074,2012,OR,Oregon,BRFSS,Obesity / Weight Status,27.4,2,102,Male,MALE,41
8799,2012,PA,Pennsylvania,BRFSS,Obesity / Weight Status,28.9,8,165,Male,MALE,42
37678,2012,RI,Rhode Island,BRFSS,Obesity / Weight Status,27.8,2,088,Male,MALE,44
38534,2012,SC,South Carolina,BRFSS,Obesity / Weight Status,30.1,4,918,Male,MALE,45
27866,2012,SD,South Dakota,BRFSS,Obesity / Weight Status,28.7,3,321,Male,MALE,46
31195,2012,TN,Tennessee,BRFSS,Obesity / Weight Status,30.4,2,479,Male,MALE,47
23418,2012,TX,Texas,BRFSS,Obesity / Weight Status,28.5,3,640,Male,MALE,48
34616,2012,UT,Utah,BRFSS,Obesity / Weight Status,24.6,5,178,Male,MALE,49
10123,2012,VT,Vermont,BRFSS,Obesity / Weight Status,24.4,2,499,Male,MALE,50
3027,2012,VA,Virginia,BRFSS,Obesity / Weight Status,27.3,2,957,Male,MALE,51
6946,2012,WA,Washington,BRFSS,Obesity / Weight Status,27.3,6,448,Male,MALE,53
7055,2012,WV,West Virginia,BRFSS,Obesity / Weight Status,34.5,2,238,Male,MALE,54
25537,2012,WI,Wisconsin,BRFSS,Obesity / Weight Status,29.6,2,199,Male,MALE,55
12194,2012,WY,Wyoming,BRFSS,Obesity / Weight Status,22.6,2,529,Male,MALE,56
