ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
1532,2014,US,National,BRFSS,Obesity / Weight Status,31.1,41,727,$25,000 - $34,999,INC2535,0
19786,2014,AL,Alabama,BRFSS,Obesity / Weight Status,35.4,776,$25,000 - $34,999,INC2535,1
37664,2014,AK,Alaska,BRFSS,Obesity / Weight Status,32.9,303,$25,000 - $34,999,INC2535,2
25959,2014,AZ,Arizona,BRFSS,Obesity / Weight Status,28.4,1,355,$25,000 - $34,999,INC2535,4
8784,2014,AR,Arkansas,BRFSS,Obesity / Weight Status,36,540,$25,000 - $34,999,INC2535,5
23530,2014,CA,California,BRFSS,Obesity / Weight Status,26.6,675,$25,000 - $34,999,INC2535,6
10823,2014,CO,Colorado,BRFSS,Obesity / Weight Status,24.3,1,070,$25,000 - $34,999,INC2535,8
4251,2014,CT,Connecticut,BRFSS,Obesity / Weight Status,27.7,533,$25,000 - $34,999,INC2535,9
24867,2014,DE,Delaware,BRFSS,Obesity / Weight Status,31.5,348,$25,000 - $34,999,INC2535,10
10562,2014,DC,District of Columbia,BRFSS,Obesity / Weight Status,22.3,216,$25,000 - $34,999,INC2535,11
36665,2014,FL,Florida,BRFSS,Obesity / Weight Status,28.9,954,$25,000 - $34,999,INC2535,12
34173,2014,GA,Georgia,BRFSS,Obesity / Weight Status,34,592,$25,000 - $34,999,INC2535,13
35968,2014,HI,Hawaii,BRFSS,Obesity / Weight Status,22.5,704,$25,000 - $34,999,INC2535,15
5850,2014,ID,Idaho,BRFSS,Obesity / Weight Status,30.5,607,$25,000 - $34,999,INC2535,16
33239,2014,IL,Illinois,BRFSS,Obesity / Weight Status,31.7,472,$25,000 - $34,999,INC2535,17
34918,2014,IN,Indiana,BRFSS,Obesity / Weight Status,31,1,150,$25,000 - $34,999,INC2535,18
39855,2014,IA,Iowa,BRFSS,Obesity / Weight Status,34.7,828,$25,000 - $34,999,INC2535,19
2552,2014,KS,Kansas,BRFSS,Obesity / Weight Status,36.7,1,318,$25,000 - $34,999,INC2535,20
31325,2014,KY,Kentucky,BRFSS,Obesity / Weight Status,30.3,1,164,$25,000 - $34,999,INC2535,21
10155,2014,LA,Louisiana,BRFSS,Obesity / Weight Status,39,591,$25,000 - $34,999,INC2535,22
35142,2014,ME,Maine,BRFSS,Obesity / Weight Status,30.2,939,$25,000 - $34,999,INC2535,23
1704,2014,MD,Maryland,BRFSS,Obesity / Weight Status,30.8,880,$25,000 - $34,999,INC2535,24
20005,2014,MA,Massachusetts,BRFSS,Obesity / Weight Status,24.9,1,207,$25,000 - $34,999,INC2535,25
21037,2014,MI,Michigan,BRFSS,Obesity / Weight Status,35.3,891,$25,000 - $34,999,INC2535,26
30563,2014,MN,Minnesota,BRFSS,Obesity / Weight Status,30.3,1,417,$25,000 - $34,999,INC2535,27
24496,2014,MS,Mississippi,BRFSS,Obesity / Weight Status,35.9,468,$25,000 - $34,999,INC2535,28
35675,2014,MO,Missouri,BRFSS,Obesity / Weight Status,35.2,733,$25,000 - $34,999,INC2535,29
32123,2014,MT,Montana,BRFSS,Obesity / Weight Status,28.5,763,$25,000 - $34,999,INC2535,30
22297,2014,NE,Nebraska,BRFSS,Obesity / Weight Status,33.5,2,455,$25,000 - $34,999,INC2535,31
18421,2014,NV,Nevada,BRFSS,Obesity / Weight Status,27.9,365,$25,000 - $34,999,INC2535,32
12792,2014,NH,New Hampshire,BRFSS,Obesity / Weight Status,29,561,$25,000 - $34,999,INC2535,33
3988,2014,NJ,New Jersey,BRFSS,Obesity / Weight Status,33.2,887,$25,000 - $34,999,INC2535,34
23665,2014,NM,New Mexico,BRFSS,Obesity / Weight Status,29.6,873,$25,000 - $34,999,INC2535,35
3514,2014,NY,New York,BRFSS,Obesity / Weight Status,30.4,529,$25,000 - $34,999,INC2535,36
21178,2014,NC,North Carolina,BRFSS,Obesity / Weight Status,32.5,676,$25,000 - $34,999,INC2535,37
2348,2014,ND,North Dakota,BRFSS,Obesity / Weight Status,29.4,672,$25,000 - $34,999,INC2535,38
10867,2014,OH,Ohio,BRFSS,Obesity / Weight Status,29,1,088,$25,000 - $34,999,INC2535,39
39888,2014,OK,Oklahoma,BRFSS,Obesity / Weight Status,33.5,902,$25,000 - $34,999,INC2535,40
25555,2014,OR,Oregon,BRFSS,Obesity / Weight Status,25,518,$25,000 - $34,999,INC2535,41
9010,2014,PA,Pennsylvania,BRFSS,Obesity / Weight Status,33.4,1,140,$25,000 - $34,999,INC2535,42
27783,2014,RI,Rhode Island,BRFSS,Obesity / Weight Status,27.5,471,$25,000 - $34,999,INC2535,44
26098,2014,SC,South Carolina,BRFSS,Obesity / Weight Status,33.1,1,101,$25,000 - $34,999,INC2535,45
31002,2014,SD,South Dakota,BRFSS,Obesity / Weight Status,30.3,717,$25,000 - $34,999,INC2535,46
35965,2014,TN,Tennessee,BRFSS,Obesity / Weight Status,34,510,$25,000 - $34,999,INC2535,47
38493,2014,TX,Texas,BRFSS,Obesity / Weight Status,35.2,1,386,$25,000 - $34,999,INC2535,48
18084,2014,UT,Utah,BRFSS,Obesity / Weight Status,30.5,1,180,$25,000 - $34,999,INC2535,49
39313,2014,VT,Vermont,BRFSS,Obesity / Weight Status,25.8,592,$25,000 - $34,999,INC2535,50
3088,2014,VA,Virginia,BRFSS,Obesity / Weight Status,27.8,778,$25,000 - $34,999,INC2535,51
22863,2014,WA,Washington,BRFSS,Obesity / Weight Status,25.4,858,$25,000 - $34,999,INC2535,53
12374,2014,WV,West Virginia,BRFSS,Obesity / Weight Status,37.8,596,$25,000 - $34,999,INC2535,54
15167,2014,WI,Wisconsin,BRFSS,Obesity / Weight Status,33.1,779,$25,000 - $34,999,INC2535,55
15089,2014,WY,Wyoming,BRFSS,Obesity / Weight Status,26,599,$25,000 - $34,999,INC2535,56
463,2014,GU,Guam,BRFSS,Obesity / Weight Status,24.6,301,$25,000 - $34,999,INC2535,66
