ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
1400,2014,US,National,BRFSS,Obesity / Weight Status,27.8,336,145,Non-Hispanic White,RACEWHT,0
2759,2014,AL,Alabama,BRFSS,Obesity / Weight Status,31.4,5,747,Non-Hispanic White,RACEWHT,1
3332,2014,AK,Alaska,BRFSS,Obesity / Weight Status,28.6,3,102,Non-Hispanic White,RACEWHT,2
31725,2014,AZ,Arizona,BRFSS,Obesity / Weight Status,26.4,10,538,Non-Hispanic White,RACEWHT,4
38361,2014,AR,Arkansas,BRFSS,Obesity / Weight Status,34,3,786,Non-Hispanic White,RACEWHT,5
2976,2014,CA,California,BRFSS,Obesity / Weight Status,22.7,4,543,Non-Hispanic White,RACEWHT,6
8243,2014,CO,Colorado,BRFSS,Obesity / Weight Status,19.9,10,061,Non-Hispanic White,RACEWHT,8
37699,2014,CT,Connecticut,BRFSS,Obesity / Weight Status,25.1,5,717,Non-Hispanic White,RACEWHT,9
24528,2014,DE,Delaware,BRFSS,Obesity / Weight Status,29.6,2,740,Non-Hispanic White,RACEWHT,10
33282,2014,DC,District of Columbia,BRFSS,Obesity / Weight Status,10.3,1,636,Non-Hispanic White,RACEWHT,11
16353,2014,FL,Florida,BRFSS,Obesity / Weight Status,24.4,6,670,Non-Hispanic White,RACEWHT,12
30258,2014,GA,Georgia,BRFSS,Obesity / Weight Status,28.9,3,905,Non-Hispanic White,RACEWHT,13
31521,2014,HI,Hawaii,BRFSS,Obesity / Weight Status,17.6,2,186,Non-Hispanic White,RACEWHT,15
17611,2014,ID,Idaho,BRFSS,Obesity / Weight Status,27.7,4,623,Non-Hispanic White,RACEWHT,16
35531,2014,IL,Illinois,BRFSS,Obesity / Weight Status,27.5,3,674,Non-Hispanic White,RACEWHT,17
38039,2014,IN,Indiana,BRFSS,Obesity / Weight Status,32.4,9,427,Non-Hispanic White,RACEWHT,18
20548,2014,IA,Iowa,BRFSS,Obesity / Weight Status,31.4,7,071,Non-Hispanic White,RACEWHT,19
9111,2014,KS,Kansas,BRFSS,Obesity / Weight Status,30.5,11,044,Non-Hispanic White,RACEWHT,20
8808,2014,KY,Kentucky,BRFSS,Obesity / Weight Status,31.3,9,005,Non-Hispanic White,RACEWHT,21
25146,2014,LA,Louisiana,BRFSS,Obesity / Weight Status,31.3,4,210,Non-Hispanic White,RACEWHT,22
24707,2014,ME,Maine,BRFSS,Obesity / Weight Status,28.1,8,259,Non-Hispanic White,RACEWHT,23
13945,2014,MD,Maryland,BRFSS,Obesity / Weight Status,27.9,8,289,Non-Hispanic White,RACEWHT,24
21702,2014,MA,Massachusetts,BRFSS,Obesity / Weight Status,22.7,11,855,Non-Hispanic White,RACEWHT,25
8487,2014,MI,Michigan,BRFSS,Obesity / Weight Status,30.2,6,595,Non-Hispanic White,RACEWHT,26
28462,2014,MN,Minnesota,BRFSS,Obesity / Weight Status,27.6,13,770,Non-Hispanic White,RACEWHT,27
20019,2014,MS,Mississippi,BRFSS,Obesity / Weight Status,32.4,2,445,Non-Hispanic White,RACEWHT,28
33868,2014,MO,Missouri,BRFSS,Obesity / Weight Status,29.4,5,413,Non-Hispanic White,RACEWHT,29
17734,2014,MT,Montana,BRFSS,Obesity / Weight Status,25.5,6,056,Non-Hispanic White,RACEWHT,30
33642,2014,NE,Nebraska,BRFSS,Obesity / Weight Status,29.5,19,344,Non-Hispanic White,RACEWHT,31
21523,2014,NV,Nevada,BRFSS,Obesity / Weight Status,26.9,2,634,Non-Hispanic White,RACEWHT,32
34295,2014,NH,New Hampshire,BRFSS,Obesity / Weight Status,27.7,5,355,Non-Hispanic White,RACEWHT,33
37661,2014,NJ,New Jersey,BRFSS,Obesity / Weight Status,26,8,208,Non-Hispanic White,RACEWHT,34
10660,2014,NM,New Mexico,BRFSS,Obesity / Weight Status,23.4,4,474,Non-Hispanic White,RACEWHT,35
31520,2014,NY,New York,BRFSS,Obesity / Weight Status,26.3,4,175,Non-Hispanic White,RACEWHT,36
6922,2014,NC,North Carolina,BRFSS,Obesity / Weight Status,26.7,4,602,Non-Hispanic White,RACEWHT,37
17968,2014,ND,North Dakota,BRFSS,Obesity / Weight Status,31.8,6,740,Non-Hispanic White,RACEWHT,38
13729,2014,OH,Ohio,BRFSS,Obesity / Weight Status,32,8,923,Non-Hispanic White,RACEWHT,39
35253,2014,OK,Oklahoma,BRFSS,Obesity / Weight Status,32.9,6,087,Non-Hispanic White,RACEWHT,40
15025,2014,OR,Oregon,BRFSS,Obesity / Weight Status,28.4,4,199,Non-Hispanic White,RACEWHT,41
13758,2014,PA,Pennsylvania,BRFSS,Obesity / Weight Status,29.5,8,938,Non-Hispanic White,RACEWHT,42
1453,2014,RI,Rhode Island,BRFSS,Obesity / Weight Status,26.9,5,022,Non-Hispanic White,RACEWHT,44
37328,2014,SC,South Carolina,BRFSS,Obesity / Weight Status,28.8,7,027,Non-Hispanic White,RACEWHT,45
21440,2014,SD,South Dakota,BRFSS,Obesity / Weight Status,29,5,991,Non-Hispanic White,RACEWHT,46
23241,2014,TN,Tennessee,BRFSS,Obesity / Weight Status,29.6,3,978,Non-Hispanic White,RACEWHT,47
21646,2014,TX,Texas,BRFSS,Obesity / Weight Status,27.8,8,546,Non-Hispanic White,RACEWHT,48
30744,2014,UT,Utah,BRFSS,Obesity / Weight Status,25.7,12,267,Non-Hispanic White,RACEWHT,49
9777,2014,VT,Vermont,BRFSS,Obesity / Weight Status,24.6,5,721,Non-Hispanic White,RACEWHT,50
7917,2014,VA,Virginia,BRFSS,Obesity / Weight Status,26.7,6,636,Non-Hispanic White,RACEWHT,51
16508,2014,WA,Washington,BRFSS,Obesity / Weight Status,28,8,009,Non-Hispanic White,RACEWHT,53
21956,2014,WV,West Virginia,BRFSS,Obesity / Weight Status,35.1,5,521,Non-Hispanic White,RACEWHT,54
2768,2014,WI,Wisconsin,BRFSS,Obesity / Weight Status,29.9,5,947,Non-Hispanic White,RACEWHT,55
20367,2014,WY,Wyoming,BRFSS,Obesity / Weight Status,28.8,5,434,Non-Hispanic White,RACEWHT,56
1439,2014,GU,Guam,BRFSS,Obesity / Weight Status,14.9,206,Non-Hispanic White,RACEWHT,66
54769,2014,PR,Puerto Rico,BRFSS,Obesity / Weight Status,~,~,Non-Hispanic White,RACEWHT,72
