ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
664,2014,US,National,BRFSS,Obesity / Weight Status,30.1,8,036,2 or more races,RACE2PLUS,0
26980,2014,AL,Alabama,BRFSS,Obesity / Weight Status,39.3,90,2 or more races,RACE2PLUS,1
24554,2014,AK,Alaska,BRFSS,Obesity / Weight Status,34,158,2 or more races,RACE2PLUS,2
31895,2014,AZ,Arizona,BRFSS,Obesity / Weight Status,29.5,161,2 or more races,RACE2PLUS,4
7078,2014,AR,Arkansas,BRFSS,Obesity / Weight Status,53.6,95,2 or more races,RACE2PLUS,5
6649,2014,CA,California,BRFSS,Obesity / Weight Status,28.6,175,2 or more races,RACE2PLUS,6
21886,2014,CO,Colorado,BRFSS,Obesity / Weight Status,18.2,171,2 or more races,RACE2PLUS,8
24217,2014,CT,Connecticut,BRFSS,Obesity / Weight Status,38.6,70,2 or more races,RACE2PLUS,9
17743,2014,DE,Delaware,BRFSS,Obesity / Weight Status,27.5,307,2 or more races,RACE2PLUS,10
6915,2014,DC,District of Columbia,BRFSS,Obesity / Weight Status,34.2,74,2 or more races,RACE2PLUS,11
9254,2014,FL,Florida,BRFSS,Obesity / Weight Status,23.2,143,2 or more races,RACE2PLUS,12
24558,2014,GA,Georgia,BRFSS,Obesity / Weight Status,27.2,94,2 or more races,RACE2PLUS,13
30758,2014,HI,Hawaii,BRFSS,Obesity / Weight Status,32.1,1,737,2 or more races,RACE2PLUS,15
2288,2014,ID,Idaho,BRFSS,Obesity / Weight Status,31.8,62,2 or more races,RACE2PLUS,16
36737,2014,IL,Illinois,BRFSS,Obesity / Weight Status,23.1,60,2 or more races,RACE2PLUS,17
28186,2014,IN,Indiana,BRFSS,Obesity / Weight Status,30.1,124,2 or more races,RACE2PLUS,18
23453,2014,IA,Iowa,BRFSS,Obesity / Weight Status,24,54,2 or more races,RACE2PLUS,19
5450,2014,KS,Kansas,BRFSS,Obesity / Weight Status,33.9,222,2 or more races,RACE2PLUS,20
14301,2014,KY,Kentucky,BRFSS,Obesity / Weight Status,37,171,2 or more races,RACE2PLUS,21
23300,2014,LA,Louisiana,BRFSS,Obesity / Weight Status,44.3,67,2 or more races,RACE2PLUS,22
28264,2014,ME,Maine,BRFSS,Obesity / Weight Status,19.3,77,2 or more races,RACE2PLUS,23
