ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
195,2014,US,National,BRFSS,Obesity / Weight Status,33.7,70,884,45 - 54,AGEYR4554,0
17665,2014,AL,Alabama,BRFSS,Obesity / Weight Status,39.9,1,364,45 - 54,AGEYR4554,1
6298,2014,AK,Alaska,BRFSS,Obesity / Weight Status,35.2,848,45 - 54,AGEYR4554,2
20499,2014,AZ,Arizona,BRFSS,Obesity / Weight Status,34.9,2,001,45 - 54,AGEYR4554,4
29777,2014,AR,Arkansas,BRFSS,Obesity / Weight Status,43.9,661,45 - 54,AGEYR4554,5
31413,2014,CA,California,BRFSS,Obesity / Weight Status,26.9,1,405,45 - 54,AGEYR4554,6
20843,2014,CO,Colorado,BRFSS,Obesity / Weight Status,24.7,2,134,45 - 54,AGEYR4554,8
24035,2014,CT,Connecticut,BRFSS,Obesity / Weight Status,30.8,1,382,45 - 54,AGEYR4554,9
33403,2014,DE,Delaware,BRFSS,Obesity / Weight Status,36.4,685,45 - 54,AGEYR4554,10
15649,2014,DC,District of Columbia,BRFSS,Obesity / Weight Status,32.8,607,45 - 54,AGEYR4554,11
3584,2014,FL,Florida,BRFSS,Obesity / Weight Status,33.1,1,310,45 - 54,AGEYR4554,12
29645,2014,GA,Georgia,BRFSS,Obesity / Weight Status,36.2,1,007,45 - 54,AGEYR4554,13
22872,2014,HI,Hawaii,BRFSS,Obesity / Weight Status,26.4,1,094,45 - 54,AGEYR4554,15
11541,2014,ID,Idaho,BRFSS,Obesity / Weight Status,33.1,766,45 - 54,AGEYR4554,16
27643,2014,IL,Illinois,BRFSS,Obesity / Weight Status,34.3,865,45 - 54,AGEYR4554,17
2323,2014,IN,Indiana,BRFSS,Obesity / Weight Status,38.8,1,805,45 - 54,AGEYR4554,18
26298,2014,IA,Iowa,BRFSS,Obesity / Weight Status,36.1,1,244,45 - 54,AGEYR4554,19
33005,2014,KS,Kansas,BRFSS,Obesity / Weight Status,36.6,2,101,45 - 54,AGEYR4554,20
16251,2014,KY,Kentucky,BRFSS,Obesity / Weight Status,37.1,1,833,45 - 54,AGEYR4554,21
2935,2014,LA,Louisiana,BRFSS,Obesity / Weight Status,38.5,1,141,45 - 54,AGEYR4554,22
13431,2014,ME,Maine,BRFSS,Obesity / Weight Status,34.4,1,498,45 - 54,AGEYR4554,23
