ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
2000,2013,US,National,BRFSS,Obesity / Weight Status,30.7,133,402,High school graduate,EDUHSGRAD,0
26174,2013,AL,Alabama,BRFSS,Obesity / Weight Status,32.1,1,994,High school graduate,EDUHSGRAD,1
37366,2013,AK,Alaska,BRFSS,Obesity / Weight Status,33.1,1,272,High school graduate,EDUHSGRAD,2
32193,2013,AZ,Arizona,BRFSS,Obesity / Weight Status,27.3,1,067,High school graduate,EDUHSGRAD,4
6314,2013,AR,Arkansas,BRFSS,Obesity / Weight Status,36,1,844,High school graduate,EDUHSGRAD,5
8982,2013,CA,California,BRFSS,Obesity / Weight Status,24.5,2,142,High school graduate,EDUHSGRAD,6
10878,2013,CO,Colorado,BRFSS,Obesity / Weight Status,21.7,3,023,High school graduate,EDUHSGRAD,8
5514,2013,CT,Connecticut,BRFSS,Obesity / Weight Status,28.5,1,863,High school graduate,EDUHSGRAD,9
29675,2013,DE,Delaware,BRFSS,Obesity / Weight Status,29.8,1,480,High school graduate,EDUHSGRAD,10
17393,2013,DC,District of Columbia,BRFSS,Obesity / Weight Status,31.3,737,High school graduate,EDUHSGRAD,11
2335,2013,FL,Florida,BRFSS,Obesity / Weight Status,28.4,10,143,High school graduate,EDUHSGRAD,12
7935,2013,GA,Georgia,BRFSS,Obesity / Weight Status,32,2,120,High school graduate,EDUHSGRAD,13
17288,2013,HI,Hawaii,BRFSS,Obesity / Weight Status,24.2,2,191,High school graduate,EDUHSGRAD,15
16691,2013,ID,Idaho,BRFSS,Obesity / Weight Status,31.1,1,528,High school graduate,EDUHSGRAD,16
17424,2013,IL,Illinois,BRFSS,Obesity / Weight Status,33.5,1,627,High school graduate,EDUHSGRAD,17
21585,2013,IN,Indiana,BRFSS,Obesity / Weight Status,33,3,570,High school graduate,EDUHSGRAD,18
11879,2013,IA,Iowa,BRFSS,Obesity / Weight Status,33,2,673,High school graduate,EDUHSGRAD,19
6157,2013,KS,Kansas,BRFSS,Obesity / Weight Status,31,6,116,High school graduate,EDUHSGRAD,20
26945,2013,KY,Kentucky,BRFSS,Obesity / Weight Status,35.7,3,546,High school graduate,EDUHSGRAD,21
10707,2013,LA,Louisiana,BRFSS,Obesity / Weight Status,34.7,1,615,High school graduate,EDUHSGRAD,22
25247,2013,ME,Maine,BRFSS,Obesity / Weight Status,31.5,2,502,High school graduate,EDUHSGRAD,23
35134,2013,MD,Maryland,BRFSS,Obesity / Weight Status,33.8,3,185,High school graduate,EDUHSGRAD,24
