ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
1538,2013,US,National,BRFSS,Obesity / Weight Status,23.9,111,798,$75,000 or greater,INC75PLUS,0
22072,2013,AL,Alabama,BRFSS,Obesity / Weight Status,26.9,1,029,$75,000 or greater,INC75PLUS,1
2569,2013,AK,Alaska,BRFSS,Obesity / Weight Status,27,1,531,$75,000 or greater,INC75PLUS,2
23570,2013,AZ,Arizona,BRFSS,Obesity / Weight Status,22.5,802,$75,000 or greater,INC75PLUS,4
28404,2013,AR,Arkansas,BRFSS,Obesity / Weight Status,28.2,785,$75,000 or greater,INC75PLUS,5
22947,2013,CA,California,BRFSS,Obesity / Weight Status,19.5,3,254,$75,000 or greater,INC75PLUS,6
26927,2013,CO,Colorado,BRFSS,Obesity / Weight Status,18,4,063,$75,000 or greater,INC75PLUS,8
16259,2013,CT,Connecticut,BRFSS,Obesity / Weight Status,21.2,2,541,$75,000 or greater,INC75PLUS,9
34790,2013,DE,Delaware,BRFSS,Obesity / Weight Status,28.2,1,306,$75,000 or greater,INC75PLUS,10
1923,2013,DC,District of Columbia,BRFSS,Obesity / Weight Status,13.5,2,003,$75,000 or greater,INC75PLUS,11
13953,2013,FL,Florida,BRFSS,Obesity / Weight Status,22.8,6,001,$75,000 or greater,INC75PLUS,12
30586,2013,GA,Georgia,BRFSS,Obesity / Weight Status,25.2,1,679,$75,000 or greater,INC75PLUS,13
9460,2013,HI,Hawaii,BRFSS,Obesity / Weight Status,20.8,2,059,$75,000 or greater,INC75PLUS,15
3962,2013,ID,Idaho,BRFSS,Obesity / Weight Status,23,969,$75,000 or greater,INC75PLUS,16
14370,2013,IL,Illinois,BRFSS,Obesity / Weight Status,24.8,1,659,$75,000 or greater,INC75PLUS,17
8002,2013,IN,Indiana,BRFSS,Obesity / Weight Status,27.1,2,009,$75,000 or greater,INC75PLUS,18
27445,2013,IA,Iowa,BRFSS,Obesity / Weight Status,29.4,1,868,$75,000 or greater,INC75PLUS,19
2937,2013,KS,Kansas,BRFSS,Obesity / Weight Status,26.2,5,352,$75,000 or greater,INC75PLUS,20
33758,2013,KY,Kentucky,BRFSS,Obesity / Weight Status,29.1,1,697,$75,000 or greater,INC75PLUS,21
9743,2013,LA,Louisiana,BRFSS,Obesity / Weight Status,30.6,1,087,$75,000 or greater,INC75PLUS,22
32314,2013,ME,Maine,BRFSS,Obesity / Weight Status,25.3,1,631,$75,000 or greater,INC75PLUS,23
23106,2013,MD,Maryland,BRFSS,Obesity / Weight Status,26.1,4,505,$75,000 or greater,INC75PLUS,24
17472,2013,MA,Massachusetts,BRFSS,Obesity / Weight Status,19.3,4,286,$75,000 or greater,INC75PLUS,25
16250,2013,MI,Michigan,BRFSS,Obesity / Weight Status,27.8,2,755,$75,000 or greater,INC75PLUS,26
38396,2013,MN,Minnesota,BRFSS,Obesity / Weight Status,22.7,4,060,$75,000 or greater,INC75PLUS,27
14887,2013,MS,Mississippi,BRFSS,Obesity / Weight Status,29.7,1,076,$75,000 or greater,INC75PLUS,28
22379,2013,MO,Missouri,BRFSS,Obesity / Weight Status,28,1,161,$75,000 or greater,INC75PLUS,29
27381,2013,MT,Montana,BRFSS,Obesity / Weight Status,22.5,1,705,$75,000 or greater,INC75PLUS,30
9380,2013,NE,Nebraska,BRFSS,Obesity / Weight Status,26.3,3,545,$75,000 or greater,INC75PLUS,31
