ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
214,2013,US,National,BRFSS,Obesity / Weight Status,28.3,194,211,Male,MALE,0
33916,2013,AL,Alabama,BRFSS,Obesity / Weight Status,30.9,2,179,Male,MALE,1
10947,2013,AK,Alaska,BRFSS,Obesity / Weight Status,29.2,2,093,Male,MALE,2
28039,2013,AZ,Arizona,BRFSS,Obesity / Weight Status,26.5,1,723,Male,MALE,4
15986,2013,AR,Arkansas,BRFSS,Obesity / Weight Status,35.2,1,980,Male,MALE,5
19467,2013,CA,California,BRFSS,Obesity / Weight Status,25.1,4,828,Male,MALE,6
35862,2013,CO,Colorado,BRFSS,Obesity / Weight Status,20.8,5,824,Male,MALE,8
4991,2013,CT,Connecticut,BRFSS,Obesity / Weight Status,25.5,3,127,Male,MALE,9
8949,2013,DE,Delaware,BRFSS,Obesity / Weight Status,30.6,2,029,Male,MALE,10
24728,2013,DC,District of Columbia,BRFSS,Obesity / Weight Status,20.6,1,914,Male,MALE,11
20966,2013,FL,Florida,BRFSS,Obesity / Weight Status,27.5,13,129,Male,MALE,12
33523,2013,GA,Georgia,BRFSS,Obesity / Weight Status,29.2,2,983,Male,MALE,13
7155,2013,HI,Hawaii,BRFSS,Obesity / Weight Status,24.7,3,585,Male,MALE,15
20013,2013,ID,Idaho,BRFSS,Obesity / Weight Status,31.2,2,347,Male,MALE,16
19129,2013,IL,Illinois,BRFSS,Obesity / Weight Status,28.3,2,330,Male,MALE,17
14820,2013,IN,Indiana,BRFSS,Obesity / Weight Status,31.1,4,203,Male,MALE,18
17066,2013,IA,Iowa,BRFSS,Obesity / Weight Status,32.4,3,226,Male,MALE,19
38780,2013,KS,Kansas,BRFSS,Obesity / Weight Status,30.5,9,456,Male,MALE,20
3930,2013,KY,Kentucky,BRFSS,Obesity / Weight Status,33.3,3,796,Male,MALE,21
14691,2013,LA,Louisiana,BRFSS,Obesity / Weight Status,31.1,1,746,Male,MALE,22
24339,2013,ME,Maine,BRFSS,Obesity / Weight Status,29.1,3,294,Male,MALE,23
2769,2013,MD,Maryland,BRFSS,Obesity / Weight Status,27.8,4,849,Male,MALE,24
16171,2013,MA,Massachusetts,BRFSS,Obesity / Weight Status,25.9,5,798,Male,MALE,25
19518,2013,MI,Michigan,BRFSS,Obesity / Weight Status,31.1,5,366,Male,MALE,26
20814,2013,MN,Minnesota,BRFSS,Obesity / Weight Status,27,5,998,Male,MALE,27
37791,2013,MS,Mississippi,BRFSS,Obesity / Weight Status,33.8,2,551,Male,MALE,28
31500,2013,MO,Missouri,BRFSS,Obesity / Weight Status,30.7,2,715,Male,MALE,29
17549,2013,MT,Montana,BRFSS,Obesity / Weight Status,26.1,4,271,Male,MALE,30
9082,2013,NE,Nebraska,BRFSS,Obesity / Weight Status,30.8,6,860,Male,MALE,31
1789,2013,NV,Nevada,BRFSS,Obesity / Weight Status,25.9,2,165,Male,MALE,32
27310,2013,NH,New Hampshire,BRFSS,Obesity / Weight Status,28.7,2,671,Male,MALE,33
2282,2013,NJ,New Jersey,BRFSS,Obesity / Weight Status,27.8,5,458,Male,MALE,34
6025,2013,NM,New Mexico,BRFSS,Obesity / Weight Status,25.6,3,886,Male,MALE,35
31391,2013,NY,New York,BRFSS,Obesity / Weight Status,24.7,3,624,Male,MALE,36
2196,2013,NC,North Carolina,BRFSS,Obesity / Weight Status,28.6,3,349,Male,MALE,37
38139,2013,ND,North Dakota,BRFSS,Obesity / Weight Status,33.7,3,483,Male,MALE,38
24446,2013,OH,Ohio,BRFSS,Obesity / Weight Status,30,4,701,Male,MALE,39
27273,2013,OK,Oklahoma,BRFSS,Obesity / Weight Status,32.9,3,211,Male,MALE,40
30114,2013,OR,Oregon,BRFSS,Obesity / Weight Status,28,2,524,Male,MALE,41
6021,2013,PA,Pennsylvania,BRFSS,Obesity / Weight Status,30.3,4,742,Male,MALE,42
20759,2013,RI,Rhode Island,BRFSS,Obesity / Weight Status,28.5,2,518,Male,MALE,44
26824,2013,SC,South Carolina,BRFSS,Obesity / Weight Status,30.1,4,297,Male,MALE,45
12861,2013,SD,South Dakota,BRFSS,Obesity / Weight Status,32,2,975,Male,MALE,46
6276,2013,TN,Tennessee,BRFSS,Obesity / Weight Status,32.8,2,066,Male,MALE,47
10703,2013,TX,Texas,BRFSS,Obesity / Weight Status,29.6,4,254,Male,MALE,48
26556,2013,UT,Utah,BRFSS,Obesity / Weight Status,24.6,5,579,Male,MALE,49
26929,2013,VT,Vermont,BRFSS,Obesity / Weight Status,25.7,2,660,Male,MALE,50
16126,2013,VA,Virginia,BRFSS,Obesity / Weight Status,27.1,3,411,Male,MALE,51
20404,2013,WA,Washington,BRFSS,Obesity / Weight Status,26.6,4,635,Male,MALE,53
13833,2013,WV,West Virginia,BRFSS,Obesity / Weight Status,35.4,2,429,Male,MALE,54
34244,2013,WI,Wisconsin,BRFSS,Obesity / Weight Status,30.7,2,813,Male,MALE,55
2891,2013,WY,Wyoming,BRFSS,Obesity / Weight Status,28.2,2,560,Male,MALE,56
1185,2013,PR,Puerto Rico,BRFSS,Obesity / Weight Status,26.7,2,149,Male,MALE,72
