ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
61570,2018,US,National,BRFSS,Obesity / Weight Status,35.1,82,636,55 - 64,AGEYR5564,0
61184,2018,AL,Alabama,BRFSS,Obesity / Weight Status,43.7,1,364,55 - 64,AGEYR5564,1
61760,2018,AK,Alaska,BRFSS,Obesity / Weight Status,33.4,598,55 - 64,AGEYR5564,2
61787,2018,AZ,Arizona,BRFSS,Obesity / Weight Status,35.4,1,482,55 - 64,AGEYR5564,4
61814,2018,AR,Arkansas,BRFSS,Obesity / Weight Status,40.3,978,55 - 64,AGEYR5564,5
61841,2018,CA,California,BRFSS,Obesity / Weight Status,30.1,2,003,55 - 64,AGEYR5564,6
61588,2018,CO,Colorado,BRFSS,Obesity / Weight Status,26.8,1,667,55 - 64,AGEYR5564,8
61615,2018,CT,Connecticut,BRFSS,Obesity / Weight Status,31.2,2,254,55 - 64,AGEYR5564,9
61642,2018,DE,Delaware,BRFSS,Obesity / Weight Status,38.3,1,002,55 - 64,AGEYR5564,10
61853,2018,DC,District of Columbia,BRFSS,Obesity / Weight Status,30.3,779,55 - 64,AGEYR5564,11
61880,2018,FL,Florida,BRFSS,Obesity / Weight Status,33.2,2,641,55 - 64,AGEYR5564,12
61907,2018,GA,Georgia,BRFSS,Obesity / Weight Status,36.5,1,661,55 - 64,AGEYR5564,13
61934,2018,HI,Hawaii,BRFSS,Obesity / Weight Status,26.5,1,507,55 - 64,AGEYR5564,15
61221,2018,ID,Idaho,BRFSS,Obesity / Weight Status,31.8,624,55 - 64,AGEYR5564,16
61248,2018,IL,Illinois,BRFSS,Obesity / Weight Status,36.3,981,55 - 64,AGEYR5564,17
61275,2018,IN,Indiana,BRFSS,Obesity / Weight Status,37.6,1,470,55 - 64,AGEYR5564,18
61302,2018,IA,Iowa,BRFSS,Obesity / Weight Status,39.3,1,734,55 - 64,AGEYR5564,19
61974,2018,KS,Kansas,BRFSS,Obesity / Weight Status,39.5,2,030,55 - 64,AGEYR5564,20
62001,2018,KY,Kentucky,BRFSS,Obesity / Weight Status,42.4,1,781,55 - 64,AGEYR5564,21
62211,2018,LA,Louisiana,BRFSS,Obesity / Weight Status,40.2,1,050,55 - 64,AGEYR5564,22
62238,2018,ME,Maine,BRFSS,Obesity / Weight Status,30.5,2,275,55 - 64,AGEYR5564,23
62265,2018,MD,Maryland,BRFSS,Obesity / Weight Status,35.4,3,561,55 - 64,AGEYR5564,24
62292,2018,MA,Massachusetts,BRFSS,Obesity / Weight Status,29.7,1,230,55 - 64,AGEYR5564,25
62460,2018,MI,Michigan,BRFSS,Obesity / Weight Status,37.7,2,006,55 - 64,AGEYR5564,26
62487,2018,MN,Minnesota,BRFSS,Obesity / Weight Status,33.4,3,341,55 - 64,AGEYR5564,27
62514,2018,MS,Mississippi,BRFSS,Obesity / Weight Status,44.2,1,219,55 - 64,AGEYR5564,28
62921,2018,MO,Missouri,BRFSS,Obesity / Weight Status,37.8,1,144,55 - 64,AGEYR5564,29
62948,2018,MT,Montana,BRFSS,Obesity / Weight Status,33.6,1,056,55 - 64,AGEYR5564,30
62975,2018,NE,Nebraska,BRFSS,Obesity / Weight Status,41.9,2,745,55 - 64,AGEYR5564,31
63002,2018,NV,Nevada,BRFSS,Obesity / Weight Status,31.3,564,55 - 64,AGEYR5564,32
62553,2018,NH,New Hampshire,BRFSS,Obesity / Weight Status,29.9,1,259,55 - 64,AGEYR5564,33
62580,2018,NJ,New Jersey,BRFSS,Obesity / Weight Status,31.8,546,55 - 64,AGEYR5564,34
62607,2018,NM,New Mexico,BRFSS,Obesity / Weight Status,33.8,1,385,55 - 64,AGEYR5564,35
62113,2018,NY,New York,BRFSS,Obesity / Weight Status,31,6,866,55 - 64,AGEYR5564,36
62140,2018,NC,North Carolina,BRFSS,Obesity / Weight Status,40.3,771,55 - 64,AGEYR5564,37
62167,2018,ND,North Dakota,BRFSS,Obesity / Weight Status,37.3,1,164,55 - 64,AGEYR5564,38
62194,2018,OH,Ohio,BRFSS,Obesity / Weight Status,39.2,2,722,55 - 64,AGEYR5564,39
62317,2018,OK,Oklahoma,BRFSS,Obesity / Weight Status,39.5,1,000,55 - 64,AGEYR5564,40
62344,2018,OR,Oregon,BRFSS,Obesity / Weight Status,35.8,1,017,55 - 64,AGEYR5564,41
62371,2018,PA,Pennsylvania,BRFSS,Obesity / Weight Status,34.7,1,147,55 - 64,AGEYR5564,42
62633,2018,RI,Rhode Island,BRFSS,Obesity / Weight Status,33.1,1,184,55 - 64,AGEYR5564,44
62660,2018,SC,South Carolina,BRFSS,Obesity / Weight Status,36.7,2,043,55 - 64,AGEYR5564,45
62687,2018,SD,South Dakota,BRFSS,Obesity / Weight Status,33.4,1,421,55 - 64,AGEYR5564,46
62714,2018,TN,Tennessee,BRFSS,Obesity / Weight Status,39.2,1,012,55 - 64,AGEYR5564,47
62741,2018,TX,Texas,BRFSS,Obesity / Weight Status,37.7,1,850,55 - 64,AGEYR5564,48
62768,2018,UT,Utah,BRFSS,Obesity / Weight Status,32.8,1,580,55 - 64,AGEYR5564,49
62795,2018,VT,Vermont,BRFSS,Obesity / Weight Status,31.1,1,454,55 - 64,AGEYR5564,50
62822,2018,VA,Virginia,BRFSS,Obesity / Weight Status,35.2,2,061,55 - 64,AGEYR5564,51
62849,2018,WA,Washington,BRFSS,Obesity / Weight Status,33.2,2,352,55 - 64,AGEYR5564,53
62876,2018,WV,West Virginia,BRFSS,Obesity / Weight Status,43,1,054,55 - 64,AGEYR5564,54
62903,2018,WI,Wisconsin,BRFSS,Obesity / Weight Status,36.1,1,018,55 - 64,AGEYR5564,55
63026,2018,WY,Wyoming,BRFSS,Obesity / Weight Status,34,983,55 - 64,AGEYR5564,56
63053,2018,GU,Guam,BRFSS,Obesity / Weight Status,27.6,317,55 - 64,AGEYR5564,66
63080,2018,PR,Puerto Rico,BRFSS,Obesity / Weight Status,37.9,907,55 - 64,AGEYR5564,72
62394,2018,VI,Virgin Islands,BRFSS,Obesity / Weight Status,~,~,55 - 64,AGEYR5564,78
