ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
61572,2018,US,National,BRFSS,Obesity / Weight Status,35.4,30,647,Less than $15,000,INCLESS15,0
61186,2018,AL,Alabama,BRFSS,Obesity / Weight Status,43.7,628,Less than $15,000,INCLESS15,1
61762,2018,AK,Alaska,BRFSS,Obesity / Weight Status,34.7,176,Less than $15,000,INCLESS15,2
61789,2018,AZ,Arizona,BRFSS,Obesity / Weight Status,38.7,667,Less than $15,000,INCLESS15,4
61816,2018,AR,Arkansas,BRFSS,Obesity / Weight Status,50.5,529,Less than $15,000,INCLESS15,5
61843,2018,CA,California,BRFSS,Obesity / Weight Status,31.4,1,429,Less than $15,000,INCLESS15,6
61590,2018,CO,Colorado,BRFSS,Obesity / Weight Status,22.3,405,Less than $15,000,INCLESS15,8
61617,2018,CT,Connecticut,BRFSS,Obesity / Weight Status,32.3,420,Less than $15,000,INCLESS15,9
61644,2018,DE,Delaware,BRFSS,Obesity / Weight Status,37.7,327,Less than $15,000,INCLESS15,10
61855,2018,DC,District of Columbia,BRFSS,Obesity / Weight Status,40.9,359,Less than $15,000,INCLESS15,11
61882,2018,FL,Florida,BRFSS,Obesity / Weight Status,30.7,1,283,Less than $15,000,INCLESS15,12
61909,2018,GA,Georgia,BRFSS,Obesity / Weight Status,43.2,702,Less than $15,000,INCLESS15,13
61936,2018,HI,Hawaii,BRFSS,Obesity / Weight Status,29.4,535,Less than $15,000,INCLESS15,15
61223,2018,ID,Idaho,BRFSS,Obesity / Weight Status,28.3,261,Less than $15,000,INCLESS15,16
61250,2018,IL,Illinois,BRFSS,Obesity / Weight Status,35.5,445,Less than $15,000,INCLESS15,17
61277,2018,IN,Indiana,BRFSS,Obesity / Weight Status,35.5,478,Less than $15,000,INCLESS15,18
61949,2018,IA,Iowa,BRFSS,Obesity / Weight Status,35.7,484,Less than $15,000,INCLESS15,19
61976,2018,KS,Kansas,BRFSS,Obesity / Weight Status,41.7,644,Less than $15,000,INCLESS15,20
62003,2018,KY,Kentucky,BRFSS,Obesity / Weight Status,39.8,908,Less than $15,000,INCLESS15,21
62213,2018,LA,Louisiana,BRFSS,Obesity / Weight Status,38.8,554,Less than $15,000,INCLESS15,22
62240,2018,ME,Maine,BRFSS,Obesity / Weight Status,35.4,878,Less than $15,000,INCLESS15,23
62267,2018,MD,Maryland,BRFSS,Obesity / Weight Status,36.6,804,Less than $15,000,INCLESS15,24
62294,2018,MA,Massachusetts,BRFSS,Obesity / Weight Status,25.3,328,Less than $15,000,INCLESS15,25
62462,2018,MI,Michigan,BRFSS,Obesity / Weight Status,37.9,702,Less than $15,000,INCLESS15,26
62489,2018,MN,Minnesota,BRFSS,Obesity / Weight Status,37.8,755,Less than $15,000,INCLESS15,27
62516,2018,MS,Mississippi,BRFSS,Obesity / Weight Status,46.1,749,Less than $15,000,INCLESS15,28
62923,2018,MO,Missouri,BRFSS,Obesity / Weight Status,39.7,476,Less than $15,000,INCLESS15,29
62950,2018,MT,Montana,BRFSS,Obesity / Weight Status,34.2,402,Less than $15,000,INCLESS15,30
62977,2018,NE,Nebraska,BRFSS,Obesity / Weight Status,35,1,031,Less than $15,000,INCLESS15,31
63004,2018,NV,Nevada,BRFSS,Obesity / Weight Status,41.3,196,Less than $15,000,INCLESS15,32
62555,2018,NH,New Hampshire,BRFSS,Obesity / Weight Status,38.1,293,Less than $15,000,INCLESS15,33
62582,2018,NJ,New Jersey,BRFSS,Obesity / Weight Status,36.3,140,Less than $15,000,INCLESS15,34
62609,2018,NM,New Mexico,BRFSS,Obesity / Weight Status,36.4,806,Less than $15,000,INCLESS15,35
62115,2018,NY,New York,BRFSS,Obesity / Weight Status,33.7,2,551,Less than $15,000,INCLESS15,36
62142,2018,NC,North Carolina,BRFSS,Obesity / Weight Status,34.4,354,Less than $15,000,INCLESS15,37
62169,2018,ND,North Dakota,BRFSS,Obesity / Weight Status,33.8,288,Less than $15,000,INCLESS15,38
62196,2018,OH,Ohio,BRFSS,Obesity / Weight Status,36.4,1,041,Less than $15,000,INCLESS15,39
62319,2018,OK,Oklahoma,BRFSS,Obesity / Weight Status,33.7,381,Less than $15,000,INCLESS15,40
62346,2018,OR,Oregon,BRFSS,Obesity / Weight Status,36.5,409,Less than $15,000,INCLESS15,41
62373,2018,PA,Pennsylvania,BRFSS,Obesity / Weight Status,34.4,394,Less than $15,000,INCLESS15,42
62635,2018,RI,Rhode Island,BRFSS,Obesity / Weight Status,39.2,394,Less than $15,000,INCLESS15,44
62662,2018,SC,South Carolina,BRFSS,Obesity / Weight Status,39,924,Less than $15,000,INCLESS15,45
62689,2018,SD,South Dakota,BRFSS,Obesity / Weight Status,36.5,529,Less than $15,000,INCLESS15,46
62716,2018,TN,Tennessee,BRFSS,Obesity / Weight Status,39.3,533,Less than $15,000,INCLESS15,47
62743,2018,TX,Texas,BRFSS,Obesity / Weight Status,35.6,873,Less than $15,000,INCLESS15,48
62770,2018,UT,Utah,BRFSS,Obesity / Weight Status,25.5,419,Less than $15,000,INCLESS15,49
62797,2018,VT,Vermont,BRFSS,Obesity / Weight Status,34.1,393,Less than $15,000,INCLESS15,50
62824,2018,VA,Virginia,BRFSS,Obesity / Weight Status,36.6,607,Less than $15,000,INCLESS15,51
62851,2018,WA,Washington,BRFSS,Obesity / Weight Status,34.9,734,Less than $15,000,INCLESS15,53
62878,2018,WV,West Virginia,BRFSS,Obesity / Weight Status,45.6,504,Less than $15,000,INCLESS15,54
62905,2018,WI,Wisconsin,BRFSS,Obesity / Weight Status,35.2,297,Less than $15,000,INCLESS15,55
63028,2018,WY,Wyoming,BRFSS,Obesity / Weight Status,34.2,228,Less than $15,000,INCLESS15,56
63055,2018,GU,Guam,BRFSS,Obesity / Weight Status,30.3,203,Less than $15,000,INCLESS15,66
63082,2018,PR,Puerto Rico,BRFSS,Obesity / Weight Status,37,1,512,Less than $15,000,INCLESS15,72
62396,2018,VI,Virgin Islands,BRFSS,Obesity / Weight Status,~,~,Less than $15,000,INCLESS15,78
