ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
61571,2018,US,National,BRFSS,Obesity / Weight Status,28.9,141,677,65 or older,AGEYR65PLUS,0
61185,2018,AL,Alabama,BRFSS,Obesity / Weight Status,31.8,2,251,65 or older,AGEYR65PLUS,1
61761,2018,AK,Alaska,BRFSS,Obesity / Weight Status,27.2,833,65 or older,AGEYR65PLUS,2
61788,2018,AZ,Arizona,BRFSS,Obesity / Weight Status,26.1,3,036,65 or older,AGEYR65PLUS,4
61815,2018,AR,Arkansas,BRFSS,Obesity / Weight Status,30.1,2,494,65 or older,AGEYR65PLUS,5
61842,2018,CA,California,BRFSS,Obesity / Weight Status,24.2,2,551,65 or older,AGEYR65PLUS,6
61589,2018,CO,Colorado,BRFSS,Obesity / Weight Status,21.8,2,799,65 or older,AGEYR65PLUS,8
61616,2018,CT,Connecticut,BRFSS,Obesity / Weight Status,26.3,3,656,65 or older,AGEYR65PLUS,9
61643,2018,DE,Delaware,BRFSS,Obesity / Weight Status,32.5,1,710,65 or older,AGEYR65PLUS,10
61854,2018,DC,District of Columbia,BRFSS,Obesity / Weight Status,25.2,1,542,65 or older,AGEYR65PLUS,11
61881,2018,FL,Florida,BRFSS,Obesity / Weight Status,27.8,5,619,65 or older,AGEYR65PLUS,12
61908,2018,GA,Georgia,BRFSS,Obesity / Weight Status,29.6,2,640,65 or older,AGEYR65PLUS,13
61935,2018,HI,Hawaii,BRFSS,Obesity / Weight Status,17.4,2,468,65 or older,AGEYR65PLUS,15
61222,2018,ID,Idaho,BRFSS,Obesity / Weight Status,29,1,340,65 or older,AGEYR65PLUS,16
61249,2018,IL,Illinois,BRFSS,Obesity / Weight Status,32.5,1,437,65 or older,AGEYR65PLUS,17
61276,2018,IN,Indiana,BRFSS,Obesity / Weight Status,32.6,2,765,65 or older,AGEYR65PLUS,18
61948,2018,IA,Iowa,BRFSS,Obesity / Weight Status,34,2,727,65 or older,AGEYR65PLUS,19
61975,2018,KS,Kansas,BRFSS,Obesity / Weight Status,31,3,700,65 or older,AGEYR65PLUS,20
62002,2018,KY,Kentucky,BRFSS,Obesity / Weight Status,30.8,2,679,65 or older,AGEYR65PLUS,21
62212,2018,LA,Louisiana,BRFSS,Obesity / Weight Status,31.8,1,308,65 or older,AGEYR65PLUS,22
62239,2018,ME,Maine,BRFSS,Obesity / Weight Status,27.2,4,746,65 or older,AGEYR65PLUS,23
62266,2018,MD,Maryland,BRFSS,Obesity / Weight Status,27.9,6,662,65 or older,AGEYR65PLUS,24
62293,2018,MA,Massachusetts,BRFSS,Obesity / Weight Status,25.9,2,012,65 or older,AGEYR65PLUS,25
62461,2018,MI,Michigan,BRFSS,Obesity / Weight Status,32.3,3,082,65 or older,AGEYR65PLUS,26
62488,2018,MN,Minnesota,BRFSS,Obesity / Weight Status,30,4,633,65 or older,AGEYR65PLUS,27
62515,2018,MS,Mississippi,BRFSS,Obesity / Weight Status,32.8,1,794,65 or older,AGEYR65PLUS,28
62922,2018,MO,Missouri,BRFSS,Obesity / Weight Status,31.3,2,550,65 or older,AGEYR65PLUS,29
62949,2018,MT,Montana,BRFSS,Obesity / Weight Status,24.1,1,826,65 or older,AGEYR65PLUS,30
62976,2018,NE,Nebraska,BRFSS,Obesity / Weight Status,32.4,5,135,65 or older,AGEYR65PLUS,31
63003,2018,NV,Nevada,BRFSS,Obesity / Weight Status,28.1,988,65 or older,AGEYR65PLUS,32
62554,2018,NH,New Hampshire,BRFSS,Obesity / Weight Status,28.3,2,204,65 or older,AGEYR65PLUS,33
62581,2018,NJ,New Jersey,BRFSS,Obesity / Weight Status,25.8,824,65 or older,AGEYR65PLUS,34
62608,2018,NM,New Mexico,BRFSS,Obesity / Weight Status,24.9,2,225,65 or older,AGEYR65PLUS,35
62114,2018,NY,New York,BRFSS,Obesity / Weight Status,27,10,312,65 or older,AGEYR65PLUS,36
62141,2018,NC,North Carolina,BRFSS,Obesity / Weight Status,27.6,1,338,65 or older,AGEYR65PLUS,37
62168,2018,ND,North Dakota,BRFSS,Obesity / Weight Status,34.3,2,202,65 or older,AGEYR65PLUS,38
62195,2018,OH,Ohio,BRFSS,Obesity / Weight Status,32.7,4,539,65 or older,AGEYR65PLUS,39
62318,2018,OK,Oklahoma,BRFSS,Obesity / Weight Status,29.4,1,879,65 or older,AGEYR65PLUS,40
62345,2018,OR,Oregon,BRFSS,Obesity / Weight Status,27.9,1,649,65 or older,AGEYR65PLUS,41
62372,2018,PA,Pennsylvania,BRFSS,Obesity / Weight Status,28.3,1,704,65 or older,AGEYR65PLUS,42
62634,2018,RI,Rhode Island,BRFSS,Obesity / Weight Status,26.6,1,874,65 or older,AGEYR65PLUS,44
62661,2018,SC,South Carolina,BRFSS,Obesity / Weight Status,31.5,4,616,65 or older,AGEYR65PLUS,45
62688,2018,SD,South Dakota,BRFSS,Obesity / Weight Status,31.8,2,591,65 or older,AGEYR65PLUS,46
62715,2018,TN,Tennessee,BRFSS,Obesity / Weight Status,30.7,1,523,65 or older,AGEYR65PLUS,47
62742,2018,TX,Texas,BRFSS,Obesity / Weight Status,35.3,3,602,65 or older,AGEYR65PLUS,48
62769,2018,UT,Utah,BRFSS,Obesity / Weight Status,29.2,2,406,65 or older,AGEYR65PLUS,49
62796,2018,VT,Vermont,BRFSS,Obesity / Weight Status,25.5,2,277,65 or older,AGEYR65PLUS,50
62823,2018,VA,Virginia,BRFSS,Obesity / Weight Status,29.2,3,234,65 or older,AGEYR65PLUS,51
62850,2018,WA,Washington,BRFSS,Obesity / Weight Status,26.9,4,658,65 or older,AGEYR65PLUS,53
62877,2018,WV,West Virginia,BRFSS,Obesity / Weight Status,34,1,726,65 or older,AGEYR65PLUS,54
62904,2018,WI,Wisconsin,BRFSS,Obesity / Weight Status,28.4,1,575,65 or older,AGEYR65PLUS,55
63027,2018,WY,Wyoming,BRFSS,Obesity / Weight Status,26.4,1,736,65 or older,AGEYR65PLUS,56
63054,2018,GU,Guam,BRFSS,Obesity / Weight Status,20.6,323,65 or older,AGEYR65PLUS,66
63081,2018,PR,Puerto Rico,BRFSS,Obesity / Weight Status,25.4,1,266,65 or older,AGEYR65PLUS,72
62395,2018,VI,Virgin Islands,BRFSS,Obesity / Weight Status,~,~,65 or older,AGEYR65PLUS,78
