ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
61560,2018,US,National,BRFSS,Obesity / Weight Status,30.6,186,217,Male,MALE,0
61174,2018,AL,Alabama,BRFSS,Obesity / Weight Status,34.6,2,626,Male,MALE,1
61201,2018,AK,Alaska,BRFSS,Obesity / Weight Status,29.9,1,341,Male,MALE,2
61777,2018,AZ,Arizona,BRFSS,Obesity / Weight Status,31,3,516,Male,MALE,4
61804,2018,AR,Arkansas,BRFSS,Obesity / Weight Status,34.9,1,908,Male,MALE,5
61831,2018,CA,California,BRFSS,Obesity / Weight Status,26,5,733,Male,MALE,6
61578,2018,CO,Colorado,BRFSS,Obesity / Weight Status,21.8,4,115,Male,MALE,8
61605,2018,CT,Connecticut,BRFSS,Obesity / Weight Status,28.4,4,504,Male,MALE,9
61632,2018,DE,Delaware,BRFSS,Obesity / Weight Status,33.6,2,119,Male,MALE,10
61659,2018,DC,District of Columbia,BRFSS,Obesity / Weight Status,21.2,1,884,Male,MALE,11
61870,2018,FL,Florida,BRFSS,Obesity / Weight Status,31.1,6,394,Male,MALE,12
61897,2018,GA,Georgia,BRFSS,Obesity / Weight Status,31.6,3,736,Male,MALE,13
61924,2018,HI,Hawaii,BRFSS,Obesity / Weight Status,26.8,3,684,Male,MALE,15
61211,2018,ID,Idaho,BRFSS,Obesity / Weight Status,29.7,1,766,Male,MALE,16
61238,2018,IL,Illinois,BRFSS,Obesity / Weight Status,30.1,2,443,Male,MALE,17
61265,2018,IN,Indiana,BRFSS,Obesity / Weight Status,33.9,3,055,Male,MALE,18
61292,2018,IA,Iowa,BRFSS,Obesity / Weight Status,36,4,186,Male,MALE,19
61964,2018,KS,Kansas,BRFSS,Obesity / Weight Status,33.3,4,762,Male,MALE,20
61991,2018,KY,Kentucky,BRFSS,Obesity / Weight Status,36.4,3,517,Male,MALE,21
62018,2018,LA,Louisiana,BRFSS,Obesity / Weight Status,34.1,2,138,Male,MALE,22
62228,2018,ME,Maine,BRFSS,Obesity / Weight Status,31.5,4,469,Male,MALE,23
62255,2018,MD,Maryland,BRFSS,Obesity / Weight Status,28.6,7,139,Male,MALE,24
62282,2018,MA,Massachusetts,BRFSS,Obesity / Weight Status,27,2,924,Male,MALE,25
62450,2018,MI,Michigan,BRFSS,Obesity / Weight Status,31.4,4,666,Male,MALE,26
62477,2018,MN,Minnesota,BRFSS,Obesity / Weight Status,32.4,7,929,Male,MALE,27
62504,2018,MS,Mississippi,BRFSS,Obesity / Weight Status,36.1,2,274,Male,MALE,28
62531,2018,MO,Missouri,BRFSS,Obesity / Weight Status,34.4,2,591,Male,MALE,29
62938,2018,MT,Montana,BRFSS,Obesity / Weight Status,27.8,2,333,Male,MALE,30
62965,2018,NE,Nebraska,BRFSS,Obesity / Weight Status,34.5,6,334,Male,MALE,31
62992,2018,NV,Nevada,BRFSS,Obesity / Weight Status,29.7,1,466,Male,MALE,32
62543,2018,NH,New Hampshire,BRFSS,Obesity / Weight Status,31.1,2,453,Male,MALE,33
62570,2018,NJ,New Jersey,BRFSS,Obesity / Weight Status,25.8,1,384,Male,MALE,34
62597,2018,NM,New Mexico,BRFSS,Obesity / Weight Status,31.2,2,970,Male,MALE,35
62624,2018,NY,New York,BRFSS,Obesity / Weight Status,27.9,15,565,Male,MALE,36
62130,2018,NC,North Carolina,BRFSS,Obesity / Weight Status,32.1,2,072,Male,MALE,37
62157,2018,ND,North Dakota,BRFSS,Obesity / Weight Status,36,2,611,Male,MALE,38
62184,2018,OH,Ohio,BRFSS,Obesity / Weight Status,33.8,5,233,Male,MALE,39
62307,2018,OK,Oklahoma,BRFSS,Obesity / Weight Status,32.8,2,097,Male,MALE,40
62334,2018,OR,Oregon,BRFSS,Obesity / Weight Status,29.2,2,617,Male,MALE,41
62361,2018,PA,Pennsylvania,BRFSS,Obesity / Weight Status,30.9,2,881,Male,MALE,42
62388,2018,RI,Rhode Island,BRFSS,Obesity / Weight Status,28.4,2,366,Male,MALE,44
62650,2018,SC,South Carolina,BRFSS,Obesity / Weight Status,32.3,4,173,Male,MALE,45
62677,2018,SD,South Dakota,BRFSS,Obesity / Weight Status,31.1,3,123,Male,MALE,46
62704,2018,TN,Tennessee,BRFSS,Obesity / Weight Status,33.5,2,224,Male,MALE,47
62731,2018,TX,Texas,BRFSS,Obesity / Weight Status,33.5,4,698,Male,MALE,48
62758,2018,UT,Utah,BRFSS,Obesity / Weight Status,28.7,5,015,Male,MALE,49
62785,2018,VT,Vermont,BRFSS,Obesity / Weight Status,27.7,2,820,Male,MALE,50
62812,2018,VA,Virginia,BRFSS,Obesity / Weight Status,30.4,4,412,Male,MALE,51
62839,2018,WA,Washington,BRFSS,Obesity / Weight Status,29.4,5,710,Male,MALE,53
62866,2018,WV,West Virginia,BRFSS,Obesity / Weight Status,40.6,2,077,Male,MALE,54
62893,2018,WI,Wisconsin,BRFSS,Obesity / Weight Status,31,2,241,Male,MALE,55
63016,2018,WY,Wyoming,BRFSS,Obesity / Weight Status,30.2,1,923,Male,MALE,56
63043,2018,GU,Guam,BRFSS,Obesity / Weight Status,29,691,Male,MALE,66
63070,2018,PR,Puerto Rico,BRFSS,Obesity / Weight Status,33.1,1,807,Male,MALE,72
63098,2018,VI,Virgin Islands,BRFSS,Obesity / Weight Status,~,~,Male,MALE,78
