ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
61109,2018,US,National,BRFSS,Obesity / Weight Status,32.7,46,643,$35,000 - $49,999,INC3550,0
61189,2018,AL,Alabama,BRFSS,Obesity / Weight Status,37.7,688,$35,000 - $49,999,INC3550,1
61765,2018,AK,Alaska,BRFSS,Obesity / Weight Status,26.7,261,$35,000 - $49,999,INC3550,2
61792,2018,AZ,Arizona,BRFSS,Obesity / Weight Status,29.4,892,$35,000 - $49,999,INC3550,4
61819,2018,AR,Arkansas,BRFSS,Obesity / Weight Status,36.5,636,$35,000 - $49,999,INC3550,5
61846,2018,CA,California,BRFSS,Obesity / Weight Status,27,1,073,$35,000 - $49,999,INC3550,6
61593,2018,CO,Colorado,BRFSS,Obesity / Weight Status,23.6,976,$35,000 - $49,999,INC3550,8
61620,2018,CT,Connecticut,BRFSS,Obesity / Weight Status,31.5,866,$35,000 - $49,999,INC3550,9
61647,2018,DE,Delaware,BRFSS,Obesity / Weight Status,33.5,539,$35,000 - $49,999,INC3550,10
61858,2018,DC,District of Columbia,BRFSS,Obesity / Weight Status,34.9,298,$35,000 - $49,999,INC3550,11
61885,2018,FL,Florida,BRFSS,Obesity / Weight Status,32,1,729,$35,000 - $49,999,INC3550,12
61912,2018,GA,Georgia,BRFSS,Obesity / Weight Status,33.3,935,$35,000 - $49,999,INC3550,13
61939,2018,HI,Hawaii,BRFSS,Obesity / Weight Status,21.8,868,$35,000 - $49,999,INC3550,15
61226,2018,ID,Idaho,BRFSS,Obesity / Weight Status,29.5,487,$35,000 - $49,999,INC3550,16
61253,2018,IL,Illinois,BRFSS,Obesity / Weight Status,29.8,561,$35,000 - $49,999,INC3550,17
61280,2018,IN,Indiana,BRFSS,Obesity / Weight Status,33.3,855,$35,000 - $49,999,INC3550,18
61952,2018,IA,Iowa,BRFSS,Obesity / Weight Status,40.7,1,125,$35,000 - $49,999,INC3550,19
61979,2018,KS,Kansas,BRFSS,Obesity / Weight Status,33.3,1,336,$35,000 - $49,999,INC3550,20
62006,2018,KY,Kentucky,BRFSS,Obesity / Weight Status,37.8,980,$35,000 - $49,999,INC3550,21
62216,2018,LA,Louisiana,BRFSS,Obesity / Weight Status,39.7,524,$35,000 - $49,999,INC3550,22
62243,2018,ME,Maine,BRFSS,Obesity / Weight Status,33.3,1,376,$35,000 - $49,999,INC3550,23
62270,2018,MD,Maryland,BRFSS,Obesity / Weight Status,35.8,1,512,$35,000 - $49,999,INC3550,24
62297,2018,MA,Massachusetts,BRFSS,Obesity / Weight Status,24.9,586,$35,000 - $49,999,INC3550,25
62465,2018,MI,Michigan,BRFSS,Obesity / Weight Status,36.3,1,169,$35,000 - $49,999,INC3550,26
62492,2018,MN,Minnesota,BRFSS,Obesity / Weight Status,31.9,1,858,$35,000 - $49,999,INC3550,27
62519,2018,MS,Mississippi,BRFSS,Obesity / Weight Status,39.7,637,$35,000 - $49,999,INC3550,28
62926,2018,MO,Missouri,BRFSS,Obesity / Weight Status,40.1,711,$35,000 - $49,999,INC3550,29
62953,2018,MT,Montana,BRFSS,Obesity / Weight Status,27.8,641,$35,000 - $49,999,INC3550,30
62980,2018,NE,Nebraska,BRFSS,Obesity / Weight Status,37.5,2,070,$35,000 - $49,999,INC3550,31
63007,2018,NV,Nevada,BRFSS,Obesity / Weight Status,32.8,347,$35,000 - $49,999,INC3550,32
62558,2018,NH,New Hampshire,BRFSS,Obesity / Weight Status,30.7,607,$35,000 - $49,999,INC3550,33
62585,2018,NJ,New Jersey,BRFSS,Obesity / Weight Status,28.8,250,$35,000 - $49,999,INC3550,34
62612,2018,NM,New Mexico,BRFSS,Obesity / Weight Status,29.2,717,$35,000 - $49,999,INC3550,35
62118,2018,NY,New York,BRFSS,Obesity / Weight Status,30.9,3,444,$35,000 - $49,999,INC3550,36
62145,2018,NC,North Carolina,BRFSS,Obesity / Weight Status,35.1,513,$35,000 - $49,999,INC3550,37
62172,2018,ND,North Dakota,BRFSS,Obesity / Weight Status,34.4,669,$35,000 - $49,999,INC3550,38
62199,2018,OH,Ohio,BRFSS,Obesity / Weight Status,34.8,1,480,$35,000 - $49,999,INC3550,39
62322,2018,OK,Oklahoma,BRFSS,Obesity / Weight Status,38.4,651,$35,000 - $49,999,INC3550,40
62349,2018,OR,Oregon,BRFSS,Obesity / Weight Status,33.5,645,$35,000 - $49,999,INC3550,41
62376,2018,PA,Pennsylvania,BRFSS,Obesity / Weight Status,35.5,646,$35,000 - $49,999,INC3550,42
62638,2018,RI,Rhode Island,BRFSS,Obesity / Weight Status,30.6,500,$35,000 - $49,999,INC3550,44
62665,2018,SC,South Carolina,BRFSS,Obesity / Weight Status,35.1,1,258,$35,000 - $49,999,INC3550,45
62692,2018,SD,South Dakota,BRFSS,Obesity / Weight Status,26.4,966,$35,000 - $49,999,INC3550,46
62719,2018,TN,Tennessee,BRFSS,Obesity / Weight Status,35.9,593,$35,000 - $49,999,INC3550,47
62746,2018,TX,Texas,BRFSS,Obesity / Weight Status,33.3,1,039,$35,000 - $49,999,INC3550,48
62773,2018,UT,Utah,BRFSS,Obesity / Weight Status,29.5,1,127,$35,000 - $49,999,INC3550,49
62800,2018,VT,Vermont,BRFSS,Obesity / Weight Status,30.5,762,$35,000 - $49,999,INC3550,50
62827,2018,VA,Virginia,BRFSS,Obesity / Weight Status,33.6,1,002,$35,000 - $49,999,INC3550,51
62854,2018,WA,Washington,BRFSS,Obesity / Weight Status,32.2,1,445,$35,000 - $49,999,INC3550,53
62881,2018,WV,West Virginia,BRFSS,Obesity / Weight Status,41.1,636,$35,000 - $49,999,INC3550,54
62908,2018,WI,Wisconsin,BRFSS,Obesity / Weight Status,36.9,605,$35,000 - $49,999,INC3550,55
63031,2018,WY,Wyoming,BRFSS,Obesity / Weight Status,26.4,552,$35,000 - $49,999,INC3550,56
63058,2018,GU,Guam,BRFSS,Obesity / Weight Status,34.2,187,$35,000 - $49,999,INC3550,66
63085,2018,PR,Puerto Rico,BRFSS,Obesity / Weight Status,36.4,290,$35,000 - $49,999,INC3550,72
62399,2018,VI,Virgin Islands,BRFSS,Obesity / Weight Status,~,~,$35,000 - $49,999,INC3550,78
