ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
61568,2018,US,National,BRFSS,Obesity / Weight Status,34.5,46,846,35 - 44,AGEYR3544,0
61182,2018,AL,Alabama,BRFSS,Obesity / Weight Status,42,719,35 - 44,AGEYR3544,1
61758,2018,AK,Alaska,BRFSS,Obesity / Weight Status,29.8,341,35 - 44,AGEYR3544,2
61785,2018,AZ,Arizona,BRFSS,Obesity / Weight Status,30.4,777,35 - 44,AGEYR3544,4
61812,2018,AR,Arkansas,BRFSS,Obesity / Weight Status,41.2,399,35 - 44,AGEYR3544,5
61839,2018,CA,California,BRFSS,Obesity / Weight Status,27.2,1,758,35 - 44,AGEYR3544,6
61586,2018,CO,Colorado,BRFSS,Obesity / Weight Status,23.7,1,042,35 - 44,AGEYR3544,8
61613,2018,CT,Connecticut,BRFSS,Obesity / Weight Status,30.4,951,35 - 44,AGEYR3544,9
61640,2018,DE,Delaware,BRFSS,Obesity / Weight Status,37.9,520,35 - 44,AGEYR3544,10
61667,2018,DC,District of Columbia,BRFSS,Obesity / Weight Status,27.1,521,35 - 44,AGEYR3544,11
61878,2018,FL,Florida,BRFSS,Obesity / Weight Status,33.9,1,411,35 - 44,AGEYR3544,12
61905,2018,GA,Georgia,BRFSS,Obesity / Weight Status,34.9,1,075,35 - 44,AGEYR3544,13
61932,2018,HI,Hawaii,BRFSS,Obesity / Weight Status,30.3,978,35 - 44,AGEYR3544,15
61219,2018,ID,Idaho,BRFSS,Obesity / Weight Status,31,398,35 - 44,AGEYR3544,16
61246,2018,IL,Illinois,BRFSS,Obesity / Weight Status,37.6,689,35 - 44,AGEYR3544,17
61273,2018,IN,Indiana,BRFSS,Obesity / Weight Status,38,658,35 - 44,AGEYR3544,18
61300,2018,IA,Iowa,BRFSS,Obesity / Weight Status,40.6,1,151,35 - 44,AGEYR3544,19
61972,2018,KS,Kansas,BRFSS,Obesity / Weight Status,39.8,1,110,35 - 44,AGEYR3544,20
61999,2018,KY,Kentucky,BRFSS,Obesity / Weight Status,43.1,891,35 - 44,AGEYR3544,21
62209,2018,LA,Louisiana,BRFSS,Obesity / Weight Status,40.6,626,35 - 44,AGEYR3544,22
62236,2018,ME,Maine,BRFSS,Obesity / Weight Status,36.1,842,35 - 44,AGEYR3544,23
62263,2018,MD,Maryland,BRFSS,Obesity / Weight Status,36.9,1,526,35 - 44,AGEYR3544,24
62290,2018,MA,Massachusetts,BRFSS,Obesity / Weight Status,27.5,679,35 - 44,AGEYR3544,25
62458,2018,MI,Michigan,BRFSS,Obesity / Weight Status,35.7,1,146,35 - 44,AGEYR3544,26
62485,2018,MN,Minnesota,BRFSS,Obesity / Weight Status,32.5,2,171,35 - 44,AGEYR3544,27
62512,2018,MS,Mississippi,BRFSS,Obesity / Weight Status,45.4,703,35 - 44,AGEYR3544,28
62919,2018,MO,Missouri,BRFSS,Obesity / Weight Status,41.9,568,35 - 44,AGEYR3544,29
62946,2018,MT,Montana,BRFSS,Obesity / Weight Status,29.2,567,35 - 44,AGEYR3544,30
62973,2018,NE,Nebraska,BRFSS,Obesity / Weight Status,35.7,1,691,35 - 44,AGEYR3544,31
63000,2018,NV,Nevada,BRFSS,Obesity / Weight Status,34.2,372,35 - 44,AGEYR3544,32
62551,2018,NH,New Hampshire,BRFSS,Obesity / Weight Status,39,482,35 - 44,AGEYR3544,33
62578,2018,NJ,New Jersey,BRFSS,Obesity / Weight Status,31.7,400,35 - 44,AGEYR3544,34
