ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
61559,2018,US,National,BRFSS,Obesity / Weight Status,30.9,396,022,Total,OVERALL,0
61121,2018,AL,Alabama,BRFSS,Obesity / Weight Status,36.2,6,144,Total,OVERALL,1
61122,2018,AK,Alaska,BRFSS,Obesity / Weight Status,29.5,2,600,Total,OVERALL,2
61123,2018,AZ,Arizona,BRFSS,Obesity / Weight Status,29.5,7,449,Total,OVERALL,4
61124,2018,AR,Arkansas,BRFSS,Obesity / Weight Status,37.1,4,963,Total,OVERALL,5
61125,2018,CA,California,BRFSS,Obesity / Weight Status,25.8,10,856,Total,OVERALL,6
61126,2018,CO,Colorado,BRFSS,Obesity / Weight Status,23,8,234,Total,OVERALL,8
61127,2018,CT,Connecticut,BRFSS,Obesity / Weight Status,27.4,9,722,Total,OVERALL,9
61128,2018,DE,Delaware,BRFSS,Obesity / Weight Status,33.5,4,629,Total,OVERALL,10
61129,2018,DC,District of Columbia,BRFSS,Obesity / Weight Status,24.7,4,081,Total,OVERALL,11
61130,2018,FL,Florida,BRFSS,Obesity / Weight Status,30.7,13,804,Total,OVERALL,12
61131,2018,GA,Georgia,BRFSS,Obesity / Weight Status,32.5,8,231,Total,OVERALL,13
61132,2018,HI,Hawaii,BRFSS,Obesity / Weight Status,24.9,7,474,Total,OVERALL,15
61133,2018,ID,Idaho,BRFSS,Obesity / Weight Status,28.4,3,434,Total,OVERALL,16
61134,2018,IL,Illinois,BRFSS,Obesity / Weight Status,31.8,4,973,Total,OVERALL,17
61135,2018,IN,Indiana,BRFSS,Obesity / Weight Status,34.1,6,885,Total,OVERALL,18
61136,2018,IA,Iowa,BRFSS,Obesity / Weight Status,35.3,8,428,Total,OVERALL,19
61137,2018,KS,Kansas,BRFSS,Obesity / Weight Status,34.4,9,901,Total,OVERALL,20
61138,2018,KY,Kentucky,BRFSS,Obesity / Weight Status,36.6,8,013,Total,OVERALL,21
61139,2018,LA,Louisiana,BRFSS,Obesity / Weight Status,36.8,4,720,Total,OVERALL,22
61140,2018,ME,Maine,BRFSS,Obesity / Weight Status,30.4,10,224,Total,OVERALL,23
61141,2018,MD,Maryland,BRFSS,Obesity / Weight Status,30.9,16,029,Total,OVERALL,24
