ID,Description,LocationAbbr,LocationDesc,DataSource,Topic,Data_Value,Sample_Size,Stratification1,StratificationId1,LocationDisplayOrder
1039,2015,US,National,BRFSS,Obesity / Weight Status,33.4,88,587,55 - 64,AGEYR5564,0
3171,2015,AL,Alabama,BRFSS,Obesity / Weight Status,40.3,1,694,55 - 64,AGEYR5564,1
21206,2015,AK,Alaska,BRFSS,Obesity / Weight Status,30.6,853,55 - 64,AGEYR5564,2
17092,2015,AZ,Arizona,BRFSS,Obesity / Weight Status,33.4,1,419,55 - 64,AGEYR5564,4
4397,2015,AR,Arkansas,BRFSS,Obesity / Weight Status,38.8,1,068,55 - 64,AGEYR5564,5
2227,2015,CA,California,BRFSS,Obesity / Weight Status,26.1,2,051,55 - 64,AGEYR5564,6
31230,2015,CO,Colorado,BRFSS,Obesity / Weight Status,24.1,2,711,55 - 64,AGEYR5564,8
24449,2015,CT,Connecticut,BRFSS,Obesity / Weight Status,29.5,2,567,55 - 64,AGEYR5564,9
39129,2015,DE,Delaware,BRFSS,Obesity / Weight Status,33.4,801,55 - 64,AGEYR5564,10
28239,2015,DC,District of Columbia,BRFSS,Obesity / Weight Status,28,783,55 - 64,AGEYR5564,11
19284,2015,FL,Florida,BRFSS,Obesity / Weight Status,30.3,1,755,55 - 64,AGEYR5564,12
10263,2015,GA,Georgia,BRFSS,Obesity / Weight Status,37.9,944,55 - 64,AGEYR5564,13
13371,2015,HI,Hawaii,BRFSS,Obesity / Weight Status,23.8,1,522,55 - 64,AGEYR5564,15
24481,2015,ID,Idaho,BRFSS,Obesity / Weight Status,34.6,1,192,55 - 64,AGEYR5564,16
25596,2015,IL,Illinois,BRFSS,Obesity / Weight Status,37,1,034,55 - 64,AGEYR5564,17
3596,2015,IN,Indiana,BRFSS,Obesity / Weight Status,36.7,1,334,55 - 64,AGEYR5564,18
35745,2015,IA,Iowa,BRFSS,Obesity / Weight Status,35.3,1,314,55 - 64,AGEYR5564,19
31613,2015,KS,Kansas,BRFSS,Obesity / Weight Status,38.8,4,643,55 - 64,AGEYR5564,20
21463,2015,KY,Kentucky,BRFSS,Obesity / Weight Status,40.3,1,995,55 - 64,AGEYR5564,21
25462,2015,LA,Louisiana,BRFSS,Obesity / Weight Status,39.8,993,55 - 64,AGEYR5564,22
4190,2015,ME,Maine,BRFSS,Obesity / Weight Status,33.5,2,158,55 - 64,AGEYR5564,23
31918,2015,MD,Maryland,BRFSS,Obesity / Weight Status,33.7,2,678,55 - 64,AGEYR5564,24
7174,2015,MA,Massachusetts,BRFSS,Obesity / Weight Status,29.8,1,712,55 - 64,AGEYR5564,25
3593,2015,MI,Michigan,BRFSS,Obesity / Weight Status,34.6,1,848,55 - 64,AGEYR5564,26
14543,2015,MN,Minnesota,BRFSS,Obesity / Weight Status,30.2,3,460,55 - 64,AGEYR5564,27
37936,2015,MS,Mississippi,BRFSS,Obesity / Weight Status,36.7,1,302,55 - 64,AGEYR5564,28
